"Delta.M1","Delta.Inter","Delta.COV","Usa_Vel","Primavera_flag","Delta.prima","Sazo.Cycle","Delta.sazo","Delay","Error"
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,9,0.229379043803269
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,8,0.229394852932669
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,6,0.229417124388987
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,12,0.229438616603069
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,8,0.229451868526586
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,0,0.229459033569721
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,11,0.229474061692319
1,1,1,TRUE,"Sem",0.95,"Sem",0.9,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Sem",0.91,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Sem",0.92,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Sem",0.93,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Sem",0.94,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Sem",0.95,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Sem",0.96,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Sem",0.97,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Sem",0.98,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Sem",0.99,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Sem",1,11,0.229530597257475
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,5,0.229576557608163
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,8,0.229588511260669
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,8,0.229606758197547
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,12,0.229616838082082
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,8,0.229639481915376
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,9,0.229705140615698
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,10,0.229710463234931
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,7,0.229753141044166
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,7,0.229753141044166
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,7,0.229753141044166
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,7,0.229753141044166
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,7,0.229753141044166
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,7,0.229753141044166
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,7,0.229753141044166
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,7,0.229753141044166
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,7,0.229753141044166
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,7,0.229753141044166
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,7,0.229753141044166
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,12,0.229842764725017
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,8,0.229884741624919
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,7,0.229889137359595
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,9,0.229897012425072
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,9,0.230034582832309
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,4,0.230046252732968
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,12,0.230056361336995
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,10,0.230235499396437
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,12,0.230251325008331
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,12,0.230291538589008
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,10,0.230291606661619
1,1,1,TRUE,"Sem",0.95,"Anual",1,12,0.230299210898362
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,3,0.230323699562961
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,12,0.230443407954407
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,8,0.230457087478064
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,8,0.230510107070454
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,0,0.230651661556997
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,1,0.230666244152136
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,6,0.230682300934558
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,10,0.230736532566989
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,8,0.230790660673789
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,10,0.230807574755112
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,2,0.230837481246343
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,10,0.230852732276817
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,7,0.230876944568342
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,5,0.230890392931644
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.98,9,0.230917927200846
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,10,0.231006224067352
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,9,0.231029525664551
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.99,9,0.231210363692985
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,8,0.231312543375371
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,8,0.231312543375371
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,8,0.231312543375371
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,8,0.231312543375371
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,8,0.231312543375371
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,8,0.231312543375371
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,8,0.231312543375371
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,8,0.231312543375371
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,8,0.231312543375371
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,8,0.231312543375371
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,8,0.231312543375371
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,4,0.23134904967777
1,1,1,TRUE,"Sem",0.95,"Sem",0.9,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Sem",0.91,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Sem",0.92,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Sem",0.93,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Sem",0.94,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Sem",0.95,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Sem",0.96,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Sem",0.97,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Sem",0.98,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Sem",0.99,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Sem",1,12,0.231397696085272
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,7,0.231472471172327
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,7,0.23158467082306
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,3,0.231645221079518
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,11,0.231716436807266
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,11,0.231716436807266
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,11,0.231716436807266
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,11,0.231716436807266
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,11,0.231716436807266
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,11,0.231716436807266
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,11,0.231716436807266
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,11,0.231716436807266
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,11,0.231716436807266
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,11,0.231716436807266
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,11,0.231716436807266
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,9,0.231782184550398
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,7,0.231834163683395
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,0,0.231885718688868
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,6,0.232011110496187
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,12,0.232015676568488
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,12,0.232015676568488
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,12,0.232015676568488
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,12,0.232015676568488
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,12,0.232015676568488
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,12,0.232015676568488
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,12,0.232015676568488
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,12,0.232015676568488
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,12,0.232015676568488
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,12,0.232015676568488
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,12,0.232015676568488
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,1,0.232108556497216
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,9,0.23216326366101
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,5,0.232210536819527
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,2,0.232248712177383
1,1,1,TRUE,"Sem",0.95,"Anual",1,10,0.232269919047217
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,7,0.232332987321891
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,7,0.232375011996799
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,10,0.232551787706336
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,10,0.232551787706336
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,10,0.232551787706336
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,10,0.232551787706336
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,10,0.232551787706336
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,10,0.232551787706336
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,10,0.232551787706336
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,10,0.232551787706336
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,10,0.232551787706336
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,10,0.232551787706336
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,10,0.232551787706336
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,4,0.232657576274552
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,9,0.23269906708045
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,3,0.232955406978268
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,9,0.233186162147804
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,6,0.233255579000097
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,5,0.233449871554063
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,1,0.233474842481172
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,2,0.23362344699964
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,9,0.233645000947248
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,9,0.233645000947248
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,9,0.233645000947248
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,9,0.233645000947248
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,9,0.233645000947248
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,9,0.233645000947248
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,9,0.233645000947248
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,9,0.233645000947248
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,9,0.233645000947248
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,9,0.233645000947248
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,9,0.233645000947248
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,0,0.233712017772878
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,9,0.233744268437068
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,9,0.233810815184618
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,4,0.233814786038035
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,9,0.233865526179362
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,9,0.233958892256522
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,6,0.23412035862492
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,6,0.234138313990086
1,1,1,TRUE,"Sem",0.95,"Anual",1,9,0.23418010429664
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,3,0.234182124619167
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,6,0.234209319682857
1,1,1,TRUE,"Sem",0.95,"Sem",0.9,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Sem",0.91,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Sem",0.92,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Sem",0.93,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Sem",0.94,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Sem",0.95,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Sem",0.96,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Sem",0.97,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Sem",0.98,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Sem",0.99,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Sem",1,10,0.234276195954992
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,5,0.234314685195047
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,5,0.234359381789316
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,5,0.234377855132134
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,6,0.234450037733238
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,4,0.234646154740649
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,4,0.234646974020065
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,5,0.234649039359535
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.98,1,0.234670608941423
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,1,0.23467843530325
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,4,0.234744252360863
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.9,1,0.234796191385099
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.91,1,0.234796191385099
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.92,1,0.234796191385099
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.93,1,0.234796191385099
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.94,1,0.234796191385099
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.95,1,0.234796191385099
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.96,1,0.234796191385099
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.97,1,0.234796191385099
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.98,1,0.234796191385099
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.99,1,0.234796191385099
0.94,1,1,FALSE,"Sem",0.95,"Sem",1,1,0.234796191385099
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.99,1,0.234885707952243
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,4,0.234951647110692
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.99,4,0.23500517431446
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.98,4,0.235053670173489
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,2,0.23509387907928
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,0,0.2350946203182
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,3,0.235120723725152
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.97,1,0.235221663932716
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.97,4,0.235434042180823
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,3,0.235450528098095
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.98,0,0.235472532690092
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,1,0.235544071564458
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,3,0.235568625693124
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.97,0,0.23570742517941
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,3,0.23576765502424
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.96,4,0.235813019116789
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.99,0,0.235937111542398
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,0,0.235998058166388
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.9,0,0.236045376415445
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.91,0,0.236045376415445
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.92,0,0.236045376415445
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.93,0,0.236045376415445
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.94,0,0.236045376415445
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.95,0,0.236045376415445
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.96,0,0.236045376415445
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.97,0,0.236045376415445
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.98,0,0.236045376415445
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.99,0,0.236045376415445
0.94,1,1,FALSE,"Sem",0.95,"Sem",1,0,0.236045376415445
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.96,1,0.236048864843364
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.98,3,0.236052913454244
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.95,4,0.236067138136343
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.99,3,0.23617251252299
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,1,0.236175960008632
0.96,1,1,FALSE,"Sem",0.95,"Anual",1,1,0.236186474397681
1,1,1,TRUE,"Sem",0.95,"Sem",0.9,9,0.236193189619578
1,1,1,TRUE,"Sem",0.95,"Sem",0.91,9,0.236193189619578
1,1,1,TRUE,"Sem",0.95,"Sem",0.92,9,0.236193189619578
1,1,1,TRUE,"Sem",0.95,"Sem",0.93,9,0.236193189619578
1,1,1,TRUE,"Sem",0.95,"Sem",0.94,9,0.236193189619578
1,1,1,TRUE,"Sem",0.95,"Sem",0.95,9,0.236193189619578
1,1,1,TRUE,"Sem",0.95,"Sem",0.96,9,0.236193189619578
1,1,1,TRUE,"Sem",0.95,"Sem",0.97,9,0.236193189619578
1,1,1,TRUE,"Sem",0.95,"Sem",0.98,9,0.236193189619578
1,1,1,TRUE,"Sem",0.95,"Sem",0.99,9,0.236193189619578
1,1,1,TRUE,"Sem",0.95,"Sem",1,9,0.236193189619578
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.98,2,0.236258210570341
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.96,0,0.236279529104483
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,2,0.236325857818939
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.99,2,0.236490815830701
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.94,4,0.236607969814771
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.97,3,0.236673504430907
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.95,1,0.236842669105872
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.95,0,0.236846570149648
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.97,2,0.236901010232763
0.96,1,1,FALSE,"Sem",0.95,"Anual",1,4,0.237057644692852
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.9,2,0.237076180176105
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.91,2,0.237076180176105
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.92,2,0.237076180176105
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.93,2,0.237076180176105
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.94,2,0.237076180176105
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.95,2,0.237076180176105
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.96,2,0.237076180176105
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.97,2,0.237076180176105
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.98,2,0.237076180176105
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.99,2,0.237076180176105
0.94,1,1,FALSE,"Sem",0.95,"Sem",1,2,0.237076180176105
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,2,0.237110945141168
0.96,1,1,FALSE,"Sem",0.95,"Anual",1,0,0.237119731623029
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.93,4,0.23716008100982
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.94,0,0.237211919117378
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.9,0,0.23722172060664
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.96,3,0.237277435554553
1,1,1,TRUE,"Sem",0.95,"Anual",1,8,0.237331535195359
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,1,0.237369546796513
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,2,0.237392305268534
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.94,1,0.237424193079058
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.92,4,0.23744257307531
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.93,0,0.237515135345029
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.91,0,0.23752507808849
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.9,4,0.237542533080372
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.92,0,0.237576488082146
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.91,4,0.237627471481676
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.96,2,0.237645841740648
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,0,0.237717205665677
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.95,3,0.237757691799912
0.96,1,1,FALSE,"Sem",0.95,"Anual",1,2,0.237925167663902
0.96,1,1,FALSE,"Sem",0.95,"Anual",1,3,0.238004235804871
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.93,1,0.238022315371048
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.9,3,0.238066229619718
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.91,3,0.238066229619718
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.92,3,0.238066229619718
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.93,3,0.238066229619718
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.94,3,0.238066229619718
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.95,3,0.238066229619718
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.96,3,0.238066229619718
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.97,3,0.238066229619718
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.98,3,0.238066229619718
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.99,3,0.238066229619718
0.94,1,1,FALSE,"Sem",0.95,"Sem",1,3,0.238066229619718
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.94,3,0.238139611656544
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.9,1,0.238188002083471
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,2,0.238205207422768
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.9,4,0.23831145420713
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.91,4,0.23831145420713
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.92,4,0.23831145420713
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.93,4,0.23831145420713
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.94,4,0.23831145420713
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.95,4,0.23831145420713
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.96,4,0.23831145420713
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.97,4,0.23831145420713
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.98,4,0.23831145420713
0.94,1,1,FALSE,"Sem",0.95,"Sem",0.99,4,0.23831145420713
0.94,1,1,FALSE,"Sem",0.95,"Sem",1,4,0.23831145420713
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.95,2,0.238319220648907
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.92,1,0.238400869664017
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.91,1,0.238462887019499
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.93,3,0.238506462272904
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.9,3,0.238615542975564
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.92,3,0.238671163332051
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.91,3,0.238770763153504
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.98,5,0.238839666295447
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.9,6,0.238856085568201
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.97,5,0.238863522543561
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.94,2,0.238903156043407
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.95,5,0.238905929068714
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.96,5,0.238916694379906
1,1,1,TRUE,"Sem",0.95,"Sem",0.9,8,0.239031474184782
1,1,1,TRUE,"Sem",0.95,"Sem",0.91,8,0.239031474184782
1,1,1,TRUE,"Sem",0.95,"Sem",0.92,8,0.239031474184782
1,1,1,TRUE,"Sem",0.95,"Sem",0.93,8,0.239031474184782
1,1,1,TRUE,"Sem",0.95,"Sem",0.94,8,0.239031474184782
1,1,1,TRUE,"Sem",0.95,"Sem",0.95,8,0.239031474184782
1,1,1,TRUE,"Sem",0.95,"Sem",0.96,8,0.239031474184782
1,1,1,TRUE,"Sem",0.95,"Sem",0.97,8,0.239031474184782
1,1,1,TRUE,"Sem",0.95,"Sem",0.98,8,0.239031474184782
1,1,1,TRUE,"Sem",0.95,"Sem",0.99,8,0.239031474184782
1,1,1,TRUE,"Sem",0.95,"Sem",1,8,0.239031474184782
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.99,5,0.239110493451737
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.91,6,0.239174192584972
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.94,5,0.239314533330586
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.92,6,0.23933899179592
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.95,6,0.239355392248951
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.93,2,0.239402303216073
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.94,6,0.23942709331705
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.93,6,0.239500295202267
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.9,5,0.239507341317594
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.96,6,0.239521742488562
0.96,1,1,FALSE,"Sem",0.95,"Anual",0.97,6,0.239622186005299
