"Delta.M1","Delta.Inter","Delta.COV","Usa_Vel","Primavera_flag","Delta.prima","Sazo.Cycle","Delta.sazo","Delay","Error"
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.93,11,0.205076147133335
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.95,1,0.205076531366551
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.91,12,0.205110459991281
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.9,3,0.205130036471481
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.94,9,0.20513167273249
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.99,2,0.205133434741311
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.93,0,0.205141980445949
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.91,0,0.205156104245003
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.96,11,0.205170530598327
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.95,0,0.20517781463865
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.94,2,0.205182076495567
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.9,5,0.205182516045278
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.98,8,0.205189989702093
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.97,9,0.205201223051126
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.9,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.91,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.92,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.93,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.94,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.95,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.96,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.97,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.98,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.99,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Sem",1,4,0.205202608199388
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.95,7,0.205204824973395
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.95,12,0.205213882729966
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.93,2,0.205217764974358
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.95,5,0.205253483602503
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.91,0,0.205258365663357
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.96,9,0.205268071850914
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.99,10,0.20527224794558
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.95,12,0.205278145353935
0.8,1,1,TRUE,"Sem",0.95,"Anual",1,5,0.205280926585367
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.9,11,0.205282106711151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.91,11,0.205282106711151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.92,11,0.205282106711151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.93,11,0.205282106711151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.94,11,0.205282106711151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.95,11,0.205282106711151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.96,11,0.205282106711151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.97,11,0.205282106711151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.98,11,0.205282106711151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.99,11,0.205282106711151
0.84,1,1,TRUE,"Sem",0.95,"Sem",1,11,0.205282106711151
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.9,12,0.205286771020277
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.91,10,0.205289188597931
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.97,6,0.205290205564409
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.97,7,0.205291068184964
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.96,8,0.205296961149356
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.9,7,0.205299001370938
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.93,10,0.205311493297811
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.98,10,0.205326587605691
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.98,9,0.205329064199999
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.95,2,0.205331714692682
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.93,3,0.205348000967788
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.93,0,0.205369390988074
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.9,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.91,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.92,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.93,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.94,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.95,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.96,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.97,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.98,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.99,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",1,11,0.205377416340671
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.9,6,0.205385872155707
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.91,6,0.205385872155707
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.92,6,0.205385872155707
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.93,6,0.205385872155707
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.94,6,0.205385872155707
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.95,6,0.205385872155707
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.96,6,0.205385872155707
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.97,6,0.205385872155707
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.98,6,0.205385872155707
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.99,6,0.205385872155707
0.82,1,1,FALSE,"Sem",0.95,"Sem",1,6,0.205385872155707
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.92,10,0.205386007703965
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.95,9,0.205392406291105
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.99,6,0.205395072255304
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.91,2,0.205395548822731
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.9,9,0.205397347376015
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.91,9,0.205397347376015
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.92,9,0.205397347376015
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.93,9,0.205397347376015
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.94,9,0.205397347376015
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.95,9,0.205397347376015
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.96,9,0.205397347376015
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.97,9,0.205397347376015
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.98,9,0.205397347376015
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.99,9,0.205397347376015
0.88,1,1,TRUE,"Sem",0.95,"Sem",1,9,0.205397347376015
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.97,5,0.205403678905117
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.96,5,0.205411077686372
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.93,11,0.205415077225686
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.93,5,0.205427676354549
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.93,6,0.205430510349466
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.92,8,0.205432923183944
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.95,9,0.20544513445289
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.96,11,0.205448011526923
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.97,0,0.205449578265761
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.9,2,0.205460124531515
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.91,2,0.205460124531515
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.92,2,0.205460124531515
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.93,2,0.205460124531515
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.94,2,0.205460124531515
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.95,2,0.205460124531515
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.96,2,0.205460124531515
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.97,2,0.205460124531515
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.98,2,0.205460124531515
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.99,2,0.205460124531515
0.86,1,1,FALSE,"Sem",0.95,"Sem",1,2,0.205460124531515
0.8,1,1,TRUE,"Sem",0.95,"Anual",1,12,0.205464438913881
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.9,6,0.205470575237538
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.96,10,0.205474519805796
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.92,4,0.205488920864791
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.93,8,0.205501312865556
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.98,8,0.205519632861682
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.92,12,0.2055201488556
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.93,3,0.205523620038861
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.96,8,0.205530285542754
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.9,8,0.205533221832681
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.96,2,0.205534776103287
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.92,6,0.205538846163905
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.92,2,0.205555514294556
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.93,10,0.205561818519074
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.93,1,0.205568013935823
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.91,7,0.205570312509133
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.9,1,0.205571397786706
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.91,6,0.205571495269918
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.98,6,0.205592730220041
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.96,12,0.205597710081093
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.91,3,0.20561339664206
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.96,1,0.20561478373649
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.95,4,0.205619510572708
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.91,5,0.20563377135659
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.93,12,0.205636226144031
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.91,2,0.205640527113166
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.92,4,0.205646733750713
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.94,2,0.205655830253561
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.97,9,0.205667530025361
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.97,4,0.205672883503059
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.93,8,0.205689390302544
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.98,1,0.205689946291735
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.98,3,0.20572302066741
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.97,2,0.205744565932484
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.96,7,0.20575113497386
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.9,5,0.205753850468027
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.91,5,0.205753850468027
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.92,5,0.205753850468027
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.93,5,0.205753850468027
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.94,5,0.205753850468027
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.95,5,0.205753850468027
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.96,5,0.205753850468027
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.97,5,0.205753850468027
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.98,5,0.205753850468027
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.99,5,0.205753850468027
0.86,1,1,TRUE,"Sem",0.95,"Sem",1,5,0.205753850468027
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.93,1,0.205758135023027
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.9,3,0.205767069021993
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.9,10,0.205775147184145
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.91,10,0.205775147184145
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.92,10,0.205775147184145
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.93,10,0.205775147184145
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.94,10,0.205775147184145
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.95,10,0.205775147184145
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.96,10,0.205775147184145
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.97,10,0.205775147184145
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.98,10,0.205775147184145
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.99,10,0.205775147184145
0.8,1,1,FALSE,"Sem",0.95,"Sem",1,10,0.205775147184145
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.94,11,0.20579764876038
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.97,12,0.205804063548776
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.9,3,0.205810968616839
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.91,3,0.205810968616839
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.92,3,0.205810968616839
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.93,3,0.205810968616839
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.94,3,0.205810968616839
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.95,3,0.205810968616839
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.96,3,0.205810968616839
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.97,3,0.205810968616839
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.98,3,0.205810968616839
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.99,3,0.205810968616839
0.84,1,1,TRUE,"Sem",0.95,"Sem",1,3,0.205810968616839
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.97,6,0.205811906892585
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.91,1,0.205811914058107
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.96,10,0.205818268102062
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.97,8,0.205830792522796
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.9,7,0.205836545039692
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.96,7,0.205857962146913
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.93,7,0.205873549212542
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.99,9,0.205889379196409
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.9,11,0.205893577336814
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.98,2,0.205897964334316
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.9,5,0.205901574075301
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.91,3,0.205902250281002
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.97,0,0.205904216181363
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.93,5,0.205911264014913
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.91,10,0.20591469698081
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.95,2,0.205918994483862
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.99,5,0.205933952965029
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.9,4,0.20594609176922
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.92,9,0.205958590946916
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.92,11,0.20597321926539
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.94,8,0.20598234369671
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.92,7,0.205984834719182
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.9,7,0.20598714003549
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.91,7,0.20598714003549
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.92,7,0.20598714003549
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.93,7,0.20598714003549
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.94,7,0.20598714003549
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.95,7,0.20598714003549
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.96,7,0.20598714003549
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.97,7,0.20598714003549
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.98,7,0.20598714003549
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.99,7,0.20598714003549
0.82,1,1,FALSE,"Sem",0.95,"Sem",1,7,0.20598714003549
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.94,10,0.205987950824426
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.9,4,0.205994144028968
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.94,0,0.205995633324003
0.8,1,1,TRUE,"Sem",0.95,"Anual",1,10,0.205998049446644
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.9,11,0.205999716502164
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.91,11,0.205999716502164
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.92,11,0.205999716502164
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.93,11,0.205999716502164
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.94,11,0.205999716502164
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.95,11,0.205999716502164
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.96,11,0.205999716502164
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.97,11,0.205999716502164
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.98,11,0.205999716502164
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.99,11,0.205999716502164
0.82,1,1,TRUE,"Sem",0.95,"Sem",1,11,0.205999716502164
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.91,1,0.206032951466262
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.96,3,0.206033036613543
0.8,1,1,TRUE,"Sem",0.95,"Anual",1,8,0.206042336525783
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.91,8,0.206053693590372
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.94,6,0.206067216569907
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.91,5,0.206069834357968
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.97,10,0.206070661782847
0.8,1,1,TRUE,"Sem",0.95,"Anual",1,7,0.206080122013333
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.99,12,0.206089670391277
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.95,4,0.206108000680731
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.92,11,0.206127888523082
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.94,8,0.206130743942018
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.94,3,0.20613999073923
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.91,7,0.206141282934755
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.91,8,0.206141571565058
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.94,7,0.206144387749336
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.95,8,0.206151485257461
0.9,1,1,FALSE,"Sem",0.95,"Anual",1,11,0.206156720460633
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.91,12,0.206160235152202
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.92,2,0.206174654922996
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.92,0,0.206176562795015
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.9,4,0.206192249484973
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.91,4,0.206192249484973
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.92,4,0.206192249484973
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.93,4,0.206192249484973
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.94,4,0.206192249484973
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.95,4,0.206192249484973
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.96,4,0.206192249484973
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.97,4,0.206192249484973
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.98,4,0.206192249484973
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.99,4,0.206192249484973
0.86,1,1,FALSE,"Sem",0.95,"Sem",1,4,0.206192249484973
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.9,0,0.206194030774989
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.98,9,0.206208458024856
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.9,12,0.206248761539959
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.91,12,0.206248761539959
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.92,12,0.206248761539959
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.93,12,0.206248761539959
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.94,12,0.206248761539959
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.95,12,0.206248761539959
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.96,12,0.206248761539959
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.97,12,0.206248761539959
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.98,12,0.206248761539959
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.99,12,0.206248761539959
0.82,1,1,FALSE,"Sem",0.95,"Sem",1,12,0.206248761539959
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.99,11,0.206250541260317
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.95,11,0.206253007002551
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.9,12,0.206270138733824
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.9,7,0.206294122526292
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.91,7,0.206294122526292
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.92,7,0.206294122526292
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.93,7,0.206294122526292
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.94,7,0.206294122526292
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.95,7,0.206294122526292
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.96,7,0.206294122526292
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.97,7,0.206294122526292
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.98,7,0.206294122526292
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.99,7,0.206294122526292
0.86,1,1,TRUE,"Sem",0.95,"Sem",1,7,0.206294122526292
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.94,5,0.206308049438804
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.98,10,0.206310734262376
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.9,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.91,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.92,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.93,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.94,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.95,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.96,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.97,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.98,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Sem",0.99,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Sem",1,3,0.206317704135382
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.91,6,0.206321282008844
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.94,3,0.206324763368195
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.9,2,0.206328184950514
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.91,2,0.206328184950514
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.92,2,0.206328184950514
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.93,2,0.206328184950514
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.94,2,0.206328184950514
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.95,2,0.206328184950514
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.96,2,0.206328184950514
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.97,2,0.206328184950514
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.98,2,0.206328184950514
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.99,2,0.206328184950514
0.82,1,1,TRUE,"Sem",0.95,"Sem",1,2,0.206328184950514
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.94,10,0.206332102111539
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.99,7,0.206332839755194
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.9,8,0.206335497324209
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.91,8,0.206335497324209
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.92,8,0.206335497324209
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.93,8,0.206335497324209
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.94,8,0.206335497324209
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.95,8,0.206335497324209
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.96,8,0.206335497324209
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.97,8,0.206335497324209
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.98,8,0.206335497324209
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.99,8,0.206335497324209
0.86,1,1,TRUE,"Sem",0.95,"Sem",1,8,0.206335497324209
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.9,9,0.20634351704606
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.91,9,0.20634351704606
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.92,9,0.20634351704606
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.93,9,0.20634351704606
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.94,9,0.20634351704606
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.95,9,0.20634351704606
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.96,9,0.20634351704606
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.97,9,0.20634351704606
