Delta.M1,Delta.Inter,Delta.COV,Delta.gravi,Ord.M1,Error
0.91,0.92,0.93,0.94,2,1.168367764
0.91,0.92,0.93,0.95,1,0.736426608
0.91,0.92,0.93,0.95,2,1.166494778
0.91,0.92,0.93,0.96,1,0.735088057
0.91,0.92,0.93,0.96,2,1.164726658
0.91,0.92,0.93,0.97,1,0.733701456
0.91,0.92,0.93,0.97,2,1.163048181
0.91,0.92,0.93,0.98,1,0.732242512
0.91,0.92,0.93,0.98,2,1.16140303
0.91,0.92,0.93,0.99,1,0.730715998
0.91,0.92,0.93,0.99,2,1.159902335
0.91,0.92,0.93,1,1,0.729169009
0.91,0.92,0.93,1,2,1.158482944
0.91,0.92,0.94,0.9,1,0.742739168
0.91,0.92,0.94,0.9,2,1.180133891
0.91,0.92,0.94,0.91,1,0.741477622
0.91,0.92,0.94,0.91,2,1.175993785
0.91,0.92,0.94,0.92,1,0.740202583
0.91,0.92,0.94,0.92,2,1.172659284
0.91,0.92,0.94,0.93,1,0.738948685
0.91,0.92,0.94,0.93,2,1.170235485
0.91,0.92,0.94,0.94,1,0.737660792
0.91,0.92,0.94,0.94,2,1.168246185
0.91,0.92,0.94,0.95,1,0.73633186
0.91,0.92,0.94,0.95,2,1.166382242
0.91,0.92,0.94,0.96,1,0.734995241
0.91,0.92,0.94,0.96,2,1.164620965
0.91,0.92,0.94,0.97,1,0.733610032
0.91,0.92,0.94,0.97,2,1.162947502
0.91,0.92,0.94,0.98,1,0.73215199
0.91,0.92,0.94,0.98,2,1.161305926
0.91,0.92,0.94,0.99,1,0.730627757
0.91,0.92,0.94,0.99,2,1.159807735
0.91,0.92,0.94,1,1,0.729080671
0.91,0.92,0.94,1,2,1.158390091
0.91,0.92,0.95,0.9,1,0.742631306
0.91,0.92,0.95,0.9,2,1.179944926
0.91,0.92,0.95,0.91,1,0.741374484
0.91,0.92,0.95,0.91,2,1.17582916
0.91,0.92,0.95,0.92,1,0.74010351
0.91,0.92,0.95,0.92,2,1.172514214
0.91,0.92,0.95,0.93,1,0.738853053
0.91,0.92,0.95,0.93,2,1.170109906
0.91,0.92,0.95,0.94,1,0.737568001
0.91,0.92,0.95,0.94,2,1.168131344
0.91,0.92,0.95,0.95,1,0.736241332
0.91,0.92,0.95,0.95,2,1.166275757
0.91,0.92,0.95,0.96,1,0.734906428
0.91,0.92,0.95,0.96,2,1.164520777
0.91,0.92,0.95,0.97,1,0.733522426
0.91,0.92,0.95,0.97,2,1.162851906
0.91,0.92,0.95,0.98,1,0.732065134
0.91,0.92,0.95,0.98,2,1.161213581
0.91,0.92,0.95,0.99,1,0.730542902
0.91,0.92,0.95,0.99,2,1.159717647
0.91,0.92,0.95,1,1,0.728995655
0.91,0.92,0.95,1,2,1.158301562
0.91,0.92,0.96,0.9,1,0.742528854
0.91,0.92,0.96,0.9,2,1.179767277
0.91,0.92,0.96,0.91,1,0.741276402
0.91,0.92,0.96,0.91,2,1.175674242
0.91,0.92,0.96,0.92,1,0.740009176
0.91,0.92,0.96,0.92,2,1.172377554
0.91,0.92,0.96,0.93,1,0.738761873
0.91,0.92,0.96,0.93,2,1.169991393
0.91,0.92,0.96,0.94,1,0.737479403
0.91,0.92,0.96,0.94,2,1.168022781
0.91,0.92,0.96,0.95,1,0.736154768
0.91,0.92,0.96,0.95,2,1.166174915
0.91,0.92,0.96,0.96,1,0.734821377
0.91,0.92,0.96,0.96,2,1.164425729
0.91,0.92,0.96,0.97,1,0.733438411
0.91,0.92,0.96,0.97,2,1.162761058
0.91,0.92,0.96,0.98,1,0.731981732
0.91,0.92,0.96,0.98,2,1.161125685
0.91,0.92,0.96,0.99,1,0.730461237
0.91,0.92,0.96,0.99,2,1.159631781
0.91,0.92,0.96,1,1,0.728913773
0.91,0.92,0.96,1,2,1.158217082
0.91,0.92,0.97,0.9,1,0.742431457
0.91,0.92,0.97,0.9,2,1.179600107
0.91,0.92,0.97,0.91,1,0.741183049
0.91,0.92,0.97,0.91,2,1.175528327
0.91,0.92,0.97,0.92,1,0.739919277
0.91,0.92,0.97,0.92,2,1.172248709
0.91,0.92,0.97,0.93,1,0.738674864
0.91,0.92,0.97,0.93,2,1.169879443
0.91,0.92,0.97,0.94,1,0.73739474
0.91,0.92,0.97,0.94,2,1.167920058
0.91,0.92,0.97,0.95,1,0.736071926
0.91,0.92,0.97,0.95,2,1.16607933
0.91,0.92,0.97,0.96,1,0.734739863
0.91,0.92,0.97,0.96,2,1.164335476
0.91,0.92,0.97,0.97,1,0.733357775
0.91,0.92,0.97,0.97,2,1.162674645
0.91,0.92,0.97,0.98,1,0.731901579
0.91,0.92,0.97,0.98,2,1.161041947
0.91,0.92,0.97,0.99,1,0.73038258
0.91,0.92,0.97,0.99,2,1.159549864
0.91,0.92,0.97,1,1,0.728834843
0.91,0.92,0.97,1,2,1.158136391
0.91,0.92,0.98,0.9,1,0.742338778
0.91,0.92,0.98,0.9,2,1.179442629
0.91,0.92,0.98,0.91,1,0.741094114
0.91,0.92,0.98,0.91,2,1.175390757
0.91,0.92,0.98,0.92,1,0.739833528
0.91,0.92,0.98,0.92,2,1.172127119
0.91,0.92,0.98,0.93,1,0.738591763
0.91,0.92,0.98,0.93,2,1.169773581
0.91,0.92,0.98,0.94,1,0.737313766
0.91,0.92,0.98,0.94,2,1.167822763
0.91,0.92,0.98,0.95,1,0.735992577
0.91,0.92,0.98,0.95,2,1.165988639
0.91,0.92,0.98,0.96,1,0.73466167
0.91,0.92,0.98,0.96,2,1.164249693
0.91,0.92,0.98,0.97,1,0.733280315
0.91,0.92,0.98,0.97,2,1.16259237
0.91,0.92,0.98,0.98,1,0.731824487
0.91,0.92,0.98,0.98,2,1.160962095
0.91,0.92,0.98,0.99,1,0.730306756
0.91,0.92,0.98,0.99,2,1.15947164
0.91,0.92,0.98,1,1,0.7287587
0.91,0.92,0.98,1,2,1.158059245
0.91,0.92,0.99,0.9,1,0.742250498
0.91,0.92,0.99,0.9,2,1.179294109
0.91,0.92,0.99,0.91,1,0.741009305
0.91,0.92,0.99,0.91,2,1.175260914
0.91,0.92,0.99,0.92,1,0.739751657
0.91,0.92,0.99,0.92,2,1.17201226
0.91,0.92,0.99,0.93,1,0.738512318
0.91,0.92,0.99,0.93,2,1.169673365
0.91,0.92,0.99,0.94,1,0.737236248
0.91,0.92,0.99,0.94,2,1.16773051
0.91,0.92,0.99,0.95,1,0.735916507
0.91,0.92,0.99,0.95,2,1.165902502
0.91,0.92,0.99,0.96,1,0.734586599
0.91,0.92,0.99,0.96,2,1.164168074
0.91,0.92,0.99,0.97,1,0.733205845
0.91,0.92,0.99,0.97,2,1.162513956
0.91,0.92,0.99,0.98,1,0.731750276
0.91,0.92,0.99,0.98,2,1.160885871
0.91,0.92,0.99,0.99,1,0.730233603
0.91,0.92,0.99,0.99,2,1.159396867
0.91,0.92,0.99,1,1,0.728685184
0.91,0.92,0.99,1,2,1.157985418
0.91,0.92,1,0.9,1,0.742166316
0.91,0.92,1,0.9,2,1.179153868
0.91,0.92,1,0.91,1,0.740928343
0.91,0.92,1,0.91,2,1.175138224
0.91,0.92,1,0.92,1,0.73967341
0.91,0.92,1,0.92,2,1.171903642
0.91,0.92,1,0.93,1,0.738436293
0.91,0.92,1,0.93,2,1.169578377
0.91,0.92,1,0.94,1,0.737161968
0.91,0.92,1,0.94,2,1.167642937
0.91,0.92,1,0.95,1,0.735843511
0.91,0.92,1,0.95,2,1.1658206
0.91,0.92,1,0.96,1,0.73451446
0.91,0.92,1,0.96,2,1.164090335
0.91,0.92,1,0.97,1,0.733134185
0.91,0.92,1,0.97,2,1.162439144
0.91,0.92,1,0.98,1,0.731678779
0.91,0.92,1,0.98,2,1.160813036
0.91,0.92,1,0.99,1,0.730162969
0.91,0.92,1,0.99,2,1.159325323
0.91,0.92,1,1,1,0.728614148
0.91,0.92,1,1,2,1.157914697
0.91,0.93,0.9,0.9,1,0.74273816
0.91,0.93,0.9,0.9,2,1.178191597
0.91,0.93,0.9,0.91,1,0.741497785
0.91,0.93,0.9,0.91,2,1.174514743
0.91,0.93,0.9,0.92,1,0.740238031
0.91,0.93,0.9,0.92,2,1.171788307
0.91,0.93,0.9,0.93,1,0.738993672
0.91,0.93,0.9,0.93,2,1.169757647
0.91,0.93,0.9,0.94,1,0.73770982
0.91,0.93,0.9,0.94,2,1.167881423
0.91,0.93,0.9,0.95,1,0.736389097
0.91,0.93,0.9,0.95,2,1.166107157
0.91,0.93,0.9,0.96,1,0.735057684
0.91,0.93,0.9,0.96,2,1.16441553
0.91,0.93,0.9,0.97,1,0.733665806
0.91,0.93,0.9,0.97,2,1.162794818
0.91,0.93,0.9,0.98,1,0.732277489
0.91,0.93,0.9,0.98,2,1.16119194
0.91,0.93,0.9,0.99,1,0.73081192
0.91,0.93,0.9,0.99,2,1.159720935
0.91,0.93,0.9,1,1,0.729242959
0.91,0.93,0.9,1,2,1.158321344
0.91,0.93,0.91,0.9,1,0.742608249
0.91,0.93,0.91,0.9,2,1.177968859
0.91,0.93,0.91,0.91,1,0.741373473
0.91,0.93,0.91,0.91,2,1.174320484
0.91,0.93,0.91,0.92,1,0.740118583
0.91,0.93,0.91,0.92,2,1.171623957
0.91,0.93,0.91,0.93,1,0.738878408
0.91,0.93,0.91,0.93,2,1.169609343
0.91,0.93,0.91,0.94,1,0.737598096
0.91,0.93,0.91,0.94,2,1.167745909
0.91,0.93,0.91,0.95,1,0.736280296
0.91,0.93,0.91,0.95,2,1.165981604
0.91,0.93,0.91,0.96,1,0.734951209
0.91,0.93,0.91,0.96,2,1.164297501
0.91,0.93,0.91,0.97,1,0.733561083
0.91,0.93,0.91,0.97,2,1.162682285
0.91,0.93,0.91,0.98,1,0.732176599
0.91,0.93,0.91,0.98,2,1.161083294
0.91,0.93,0.91,0.99,1,0.730711384
0.91,0.93,0.91,0.99,2,1.159614971
0.91,0.93,0.91,1,1,0.729142392
0.91,0.93,0.91,1,2,1.158217214
0.91,0.93,0.92,0.9,1,0.742485007
0.91,0.93,0.92,0.9,2,1.177759327
0.91,0.93,0.92,0.91,1,0.741255417
0.91,0.93,0.92,0.91,2,1.174137521
0.91,0.93,0.92,0.92,1,0.740005023
0.91,0.93,0.92,0.92,2,1.171469025
0.91,0.93,0.92,0.93,1,0.738768698
0.91,0.93,0.92,0.93,2,1.169469318
0.91,0.93,0.92,0.94,1,0.737491624
0.91,0.93,0.92,0.94,2,1.16761776
0.91,0.93,0.92,0.95,1,0.736176474
0.91,0.93,0.92,0.95,2,1.165862683
0.91,0.93,0.92,0.96,1,0.734849472
0.91,0.93,0.92,0.96,2,1.164185528
0.91,0.93,0.92,0.97,1,0.733460888
0.91,0.93,0.92,0.97,2,1.16257536
0.91,0.93,0.92,0.98,1,0.732079849
0.91,0.93,0.92,0.98,2,1.160979918
0.91,0.93,0.92,0.99,1,0.730614883
0.91,0.93,0.92,0.99,2,1.159514025
0.91,0.93,0.92,1,1,0.72904579
0.91,0.93,0.92,1,2,1.158117911
0.91,0.93,0.93,0.9,1,0.742368043
0.91,0.93,0.93,0.9,2,1.177562148
0.91,0.93,0.93,0.91,1,0.741143255
0.91,0.93,0.93,0.91,2,1.173965144
0.91,0.93,0.93,0.92,1,0.73989701
0.91,0.93,0.93,0.92,2,1.171322918
0.91,0.93,0.93,0.93,1,0.738664222
0.91,0.93,0.93,0.93,2,1.169337062
0.91,0.93,0.93,0.94,1,0.737390103
0.91,0.93,0.93,0.94,2,1.167496527
0.91,0.93,0.93,0.95,1,0.736077347
0.91,0.93,0.93,0.95,2,1.165749995
0.91,0.93,0.93,0.96,1,0.734752199
0.91,0.93,0.93,0.96,2,1.164079246
0.91,0.93,0.93,0.97,1,0.733364962
0.91,0.93,0.93,0.97,2,1.162473709
0.91,0.93,0.93,0.98,1,0.731987005
0.91,0.93,0.93,0.98,2,1.160881498
0.91,0.93,0.93,0.99,1,0.730522188
0.91,0.93,0.93,0.99,2,1.159417797
0.91,0.93,0.93,1,1,0.728952931
0.91,0.93,0.93,1,2,1.158023148
0.91,0.93,0.94,0.9,1,0.742256982
0.91,0.93,0.94,0.9,2,1.177376504
0.91,0.93,0.94,0.91,1,0.741036635
0.91,0.93,0.94,0.91,2,1.173802671
0.91,0.93,0.94,0.92,1,0.739794215
0.91,0.93,0.94,0.92,2,1.171185066
0.91,0.93,0.94,0.93,1,0.73856467
0.91,0.93,0.94,0.93,2,1.169212083
0.91,0.93,0.94,0.94,1,0.73729324
0.91,0.93,0.94,0.94,2,1.167381779
0.91,0.93,0.94,0.95,1,0.735982638
0.91,0.93,0.94,0.95,2,1.165643156
0.91,0.93,0.94,0.96,1,0.734659133
0.91,0.93,0.94,0.96,2,1.163978309
0.91,0.93,0.94,0.97,1,0.733273058
0.91,0.93,0.94,0.97,2,1.16237701
0.91,0.93,0.94,0.98,1,0.731897843
0.91,0.93,0.94,0.98,2,1.160787732
0.91,0.93,0.94,0.99,1,0.730433085
0.91,0.93,0.94,0.99,2,1.159326001
0.91,0.93,0.94,1,1,0.728863601
0.91,0.93,0.94,1,2,1.15793265
0.91,0.93,0.95,0.9,1,0.742151458
0.91,0.93,0.95,0.9,2,1.177201612
0.91,0.93,0.95,0.91,1,0.740935217
0.91,0.93,0.95,0.91,2,1.173649446
0.91,0.93,0.95,0.92,1,0.739696321
0.91,0.93,0.95,0.92,2,1.171054922
0.91,0.93,0.95,0.93,1,0.738469748
0.91,0.93,0.95,0.93,2,1.169093908
0.91,0.93,0.95,0.94,1,0.737200758
0.91,0.93,0.95,0.94,2,1.167273103
0.91,0.93,0.95,0.95,1,0.735892086
0.91,0.93,0.95,0.95,2,1.165541796
0.91,0.93,0.95,0.96,1,0.734570024
0.91,0.93,0.95,0.96,2,1.163882381
0.91,0.93,0.95,0.97,1,0.733184941
0.91,0.93,0.95,0.97,2,1.162284957
0.91,0.93,0.95,0.98,1,0.73181215
0.91,0.93,0.95,0.98,2,1.160698336
0.91,0.93,0.95,0.99,1,0.730347366
0.91,0.93,0.95,0.99,2,1.159238367
0.91,0.93,0.95,1,1,0.728777601
0.91,0.93,0.95,1,2,1.15784616
0.91,0.93,0.96,0.9,1,0.742051121
0.91,0.93,0.96,0.9,2,1.177036727
0.91,0.93,0.96,0.91,1,0.740838678
0.91,0.93,0.96,0.91,2,1.173504844
0.91,0.93,0.96,0.92,1,0.739603025
0.91,0.93,0.96,0.92,2,1.17093196
0.91,0.93,0.96,0.93,1,0.73837917
0.91,0.93,0.96,0.93,2,1.168982085
0.91,0.93,0.96,0.94,1,0.737112391
0.91,0.93,0.96,0.94,2,1.167170102
0.91,0.93,0.96,0.95,1,0.735805441
0.91,0.93,0.96,0.95,2,1.165445565
0.91,0.93,0.96,0.96,1,0.734484639
0.91,0.93,0.96,0.96,2,1.163791148
0.91,0.93,0.96,0.97,1,0.733100388
0.91,0.93,0.96,0.97,2,1.162197259
0.91,0.93,0.96,0.98,1,0.731729726
0.91,0.93,0.96,0.98,2,1.160613038
0.91,0.93,0.96,0.99,1,0.73026484
0.91,0.93,0.96,0.99,2,1.159154639
0.91,0.93,0.96,1,1,0.728694743
0.91,0.93,0.96,1,2,1.157763432
0.91,0.93,0.97,0.9,1,0.741955639
0.91,0.93,0.97,0.9,2,1.176881143
0.91,0.93,0.97,0.91,1,0.740746705
0.91,0.93,0.97,0.91,2,1.173368272
0.91,0.93,0.97,0.92,1,0.739514039
0.91,0.93,0.97,0.92,2,1.170815684
0.91,0.93,0.97,0.93,1,0.738292667
0.91,0.93,0.97,0.93,2,1.168876184
0.91,0.93,0.97,0.94,1,0.737027887
0.91,0.93,0.97,0.94,2,1.167072399
0.91,0.93,0.97,0.95,1,0.735722468
0.91,0.93,0.97,0.95,2,1.165354129
0.91,0.93,0.97,0.96,1,0.734402754
0.91,0.93,0.97,0.96,2,1.163704307
0.91,0.93,0.97,0.97,1,0.733019191
0.91,0.93,0.97,0.97,2,1.162113641
0.91,0.93,0.97,0.98,1,0.731650383
0.91,0.93,0.97,0.98,2,1.160531581
0.91,0.93,0.97,0.99,1,0.730185323
0.91,0.93,0.97,0.99,2,1.159074574
0.91,0.93,0.97,1,1,0.728614849
0.91,0.93,0.97,1,2,1.157684234
0.91,0.93,0.98,0.9,1,0.741864692
0.91,0.93,0.98,0.9,2,1.176734192
0.91,0.93,0.98,0.91,1,0.740659005
0.91,0.93,0.98,0.91,2,1.173239168
0.91,0.93,0.98,0.92,1,0.739429087
0.91,0.93,0.98,0.92,2,1.17070562
0.91,0.93,0.98,0.93,1,0.738209984
0.91,0.93,0.98,0.93,2,1.168775796
0.91,0.93,0.98,0.94,1,0.736947007
0.91,0.93,0.98,0.94,2,1.16697964
0.91,0.93,0.98,0.95,1,0.735642943
0.91,0.93,0.98,0.95,2,1.165267172
0.91,0.93,0.98,0.96,1,0.734324162
0.91,0.93,0.98,0.96,2,1.163621575
0.91,0.93,0.98,0.97,1,0.732941151
0.91,0.93,0.98,0.97,2,1.162033843
0.91,0.93,0.98,0.98,1,0.731573941
0.91,0.93,0.98,0.98,2,1.160453725
0.91,0.93,0.98,0.99,1,0.730108644
0.91,0.93,0.98,0.99,2,1.158997945
0.91,0.93,0.98,1,1,0.728537752
0.91,0.93,0.98,1,2,1.15760835
0.91,0.93,0.99,0.9,1,0.74177798
0.91,0.93,0.99,0.9,2,1.176595251
0.91,0.93,0.99,0.91,1,0.740575298
0.91,0.93,0.99,0.91,2,1.173117002
0.91,0.93,0.99,0.92,1,0.739347911
0.91,0.93,0.99,0.92,2,1.170601324
0.91,0.93,0.99,0.93,1,0.738130879
0.91,0.93,0.99,0.93,2,1.168680536
0.91,0.93,0.99,0.94,1,0.736869526
0.91,0.93,0.99,0.94,2,1.166891486
0.91,0.93,0.99,0.95,1,0.735566654
0.91,0.93,0.99,0.95,2,1.165184395
0.91,0.93,0.99,0.96,1,0.734248663
0.91,0.93,0.99,0.96,2,1.163542683
0.91,0.93,0.99,0.97,1,0.732866082
0.91,0.93,0.99,0.97,2,1.161957619
0.91,0.93,0.99,0.98,1,0.731500235
0.91,0.93,0.99,0.98,2,1.160379241
0.91,0.93,0.99,0.99,1,0.730034642
0.91,0.93,0.99,0.99,2,1.158924537
0.91,0.93,0.99,1,1,0.728463295
0.91,0.93,0.99,1,2,1.157535575
0.91,0.93,1,0.9,1,0.741695218
0.91,0.93,1,0.9,2,1.176463735
0.91,0.93,1,0.91,1,0.740495321
0.91,0.93,1,0.91,2,1.17300128
0.91,0.93,1,0.92,1,0.739270264
0.91,0.93,1,0.92,2,1.170502378
0.91,0.93,1,0.93,1,0.738055124
0.91,0.93,1,0.93,2,1.168590044
0.91,0.93,1,0.94,1,0.736795231
0.91,0.93,1,0.94,2,1.166807621
0.91,0.93,1,0.95,1,0.735493405
0.91,0.93,1,0.95,2,1.165105519
0.91,0.93,1,0.96,1,0.734176073
0.91,0.93,1,0.96,2,1.163467381
0.91,0.93,1,0.97,1,0.732793811
0.91,0.93,1,0.97,2,1.161884741
0.91,0.93,1,0.98,1,0.731429107
0.91,0.93,1,0.98,2,1.160307916
0.91,0.93,1,0.99,1,0.729963166
0.91,0.93,1,0.99,2,1.15885415
0.91,0.93,1,1,1,0.728391331
0.91,0.93,1,1,2,1.157465718
0.91,0.94,0.9,0.9,1,0.742291231
0.91,0.94,0.9,0.9,2,1.176082919
0.91,0.94,0.9,0.91,1,0.741083541
0.91,0.94,0.9,0.91,2,1.173025431
0.91,0.94,0.9,0.92,1,0.739848895
0.91,0.94,0.9,0.92,2,1.170828037
0.91,0.94,0.9,0.93,1,0.738622228
0.91,0.94,0.9,0.93,2,1.168961584
0.91,0.94,0.9,0.94,1,0.737348904
0.91,0.94,0.9,0.94,2,1.167199949
0.91,0.94,0.9,0.95,1,0.736048508
0.91,0.94,0.9,0.95,2,1.165520476
0.91,0.94,0.9,0.96,1,0.734751831
0.91,0.94,0.9,0.96,2,1.163899553
0.91,0.94,0.9,0.97,1,0.733457658
0.91,0.94,0.9,0.97,2,1.162328649
0.91,0.94,0.9,0.98,1,0.732071883
0.91,0.94,0.9,0.98,2,1.160758258
0.91,0.94,0.9,0.99,1,0.73058498
0.91,0.94,0.9,0.99,2,1.159306114
0.91,0.94,0.9,1,1,0.728994886
0.91,0.94,0.9,1,2,1.157915386
0.91,0.94,0.91,0.9,1,0.742163774
0.91,0.94,0.91,0.9,2,1.175875961
0.91,0.94,0.91,0.91,1,0.74096097
0.91,0.94,0.91,0.91,2,1.172853363
0.91,0.94,0.91,0.92,1,0.739730563
0.91,0.94,0.91,0.92,2,1.170673697
0.91,0.94,0.91,0.93,1,0.738507535
0.91,0.94,0.91,0.93,2,1.168821522
0.91,0.94,0.91,0.94,1,0.737237286
0.91,0.94,0.91,0.94,2,1.167071197
0.91,0.94,0.91,0.95,1,0.735939428
0.91,0.94,0.91,0.95,2,1.165400457
0.91,0.94,0.91,0.96,1,0.73464834
0.91,0.94,0.91,0.96,2,1.163786056
0.91,0.94,0.91,0.97,1,0.733355109
0.91,0.94,0.91,0.97,2,1.162219843
0.91,0.94,0.91,0.98,1,0.731969894
0.91,0.94,0.91,0.98,2,1.1606527
0.91,0.94,0.91,0.99,1,0.730483185
0.91,0.94,0.91,0.99,2,1.159202727
0.91,0.94,0.91,1,1,0.728892929
0.91,0.94,0.91,1,2,1.157813415
0.91,0.94,0.92,0.9,1,0.742042736
0.91,0.94,0.92,0.9,2,1.175680728
0.91,0.94,0.92,0.91,1,0.740844463
0.91,0.94,0.92,0.91,2,1.172690966
0.91,0.94,0.92,0.92,1,0.739617971
0.91,0.94,0.92,0.92,2,1.170527816
0.91,0.94,0.92,0.93,1,0.73839829
0.91,0.94,0.92,0.93,2,1.168688943
0.91,0.94,0.92,0.94,1,0.73713085
0.91,0.94,0.92,0.94,2,1.166949141
0.91,0.94,0.92,0.95,1,0.735835284
0.91,0.94,0.92,0.95,2,1.1652865
0.91,0.94,0.92,0.96,1,0.73454929
0.91,0.94,0.92,0.96,2,1.163678121
0.91,0.94,0.92,0.97,1,0.733256843
0.91,0.94,0.92,0.97,2,1.162116211
0.91,0.94,0.92,0.98,1,0.731872057
0.91,0.94,0.92,0.98,2,1.160552023
0.91,0.94,0.92,0.99,1,0.730385444
0.91,0.94,0.92,0.99,2,1.159104006
0.91,0.94,0.92,1,1,0.728794962
0.91,0.94,0.92,1,2,1.157715951
0.91,0.94,0.93,0.9,1,0.741927752
0.91,0.94,0.93,0.9,2,1.175496507
0.91,0.94,0.93,0.91,1,0.740733672
0.91,0.94,0.93,0.91,2,1.172537651
0.91,0.94,0.93,0.92,1,0.739510794
0.91,0.94,0.93,0.92,2,1.170389888
0.91,0.94,0.93,0.93,1,0.738294184
0.91,0.94,0.93,0.93,2,1.168563409
0.91,0.94,0.93,0.94,1,0.7370293
0.91,0.94,0.93,0.94,2,1.166833393
0.91,0.94,0.93,0.95,1,0.735735795
0.91,0.94,0.93,0.95,2,1.165178258
0.91,0.94,0.93,0.96,1,0.734454429
0.91,0.94,0.93,0.96,2,1.163575427
0.91,0.94,0.93,0.97,1,0.733162617
0.91,0.94,0.93,0.97,2,1.162017454
0.91,0.94,0.93,0.98,1,0.731778138
0.91,0.94,0.93,0.98,2,1.160455945
0.91,0.94,0.93,0.99,1,0.73029153
0.91,0.94,0.93,0.99,2,1.159009681
0.91,0.94,0.93,1,1,0.728700764
0.91,0.94,0.93,1,2,1.157622737
0.91,0.94,0.94,0.9,1,0.741818464
0.91,0.94,0.94,0.9,2,1.175322607
0.91,0.94,0.94,0.91,1,0.740628263
0.91,0.94,0.94,0.91,2,1.172392849
0.91,0.94,0.94,0.92,1,0.739408715
0.91,0.94,0.94,0.92,2,1.170259427
0.91,0.94,0.94,0.93,1,0.738194917
0.91,0.94,0.94,0.93,2,1.168444494
0.91,0.94,0.94,0.94,1,0.736932352
0.91,0.94,0.94,0.94,2,1.166723577
0.91,0.94,0.94,0.95,1,0.735640692
0.91,0.94,0.94,0.95,2,1.165075392
0.91,0.94,0.94,0.96,1,0.734363519
0.91,0.94,0.94,0.96,2,1.163477667
0.91,0.94,0.94,0.97,1,0.733072202
0.91,0.94,0.94,0.97,2,1.161923287
0.91,0.94,0.94,0.98,1,0.731687917
0.91,0.94,0.94,0.98,2,1.160364199
0.91,0.94,0.94,0.99,1,0.730201229
0.91,0.94,0.94,0.99,2,1.158919497
0.91,0.94,0.94,1,1,0.728610125
0.91,0.94,0.94,1,2,1.157533523
0.91,0.94,0.95,0.9,1,0.741714528
0.91,0.94,0.95,0.9,2,1.175158365
0.91,0.94,0.95,0.91,1,0.740527913
0.91,0.94,0.95,0.91,2,1.172256007
0.91,0.94,0.95,0.92,1,0.739311428
0.91,0.94,0.95,0.92,2,1.170135961
0.91,0.94,0.95,0.93,1,0.738100201
0.91,0.94,0.95,0.93,2,1.168331789
0.91,0.94,0.95,0.94,1,0.736839734
0.91,0.94,0.95,0.94,2,1.166619333
0.91,0.94,0.95,0.95,1,0.735549716
0.91,0.94,0.95,0.95,2,1.164977581
0.91,0.94,0.95,0.96,1,0.734276329
0.91,0.94,0.95,0.96,2,1.163384548
0.91,0.94,0.95,0.97,1,0.732985379
0.91,0.94,0.95,0.97,2,1.16183344
0.91,0.94,0.95,0.98,1,0.731601182
0.91,0.94,0.95,0.98,2,1.160276528
0.91,0.94,0.95,0.99,1,0.730114336
0.91,0.94,0.95,0.99,2,1.15883321
0.91,0.94,0.95,1,1,0.728522844
0.91,0.94,0.95,1,2,1.157448077
0.91,0.94,0.96,0.9,1,0.74161561
0.91,0.94,0.96,0.9,2,1.175003141
0.91,0.94,0.96,0.91,1,0.740432308
0.91,0.94,0.96,0.91,2,1.172126598
0.91,0.94,0.96,0.92,1,0.739218642
0.91,0.94,0.96,0.92,2,1.170019035
0.91,0.94,0.96,0.93,1,0.738009761
0.91,0.94,0.96,0.93,2,1.1682249
0.91,0.94,0.96,0.94,1,0.736751187
0.91,0.94,0.96,0.94,2,1.166520312
0.91,0.94,0.96,0.95,1,0.735462624
0.91,0.94,0.96,0.95,2,1.164884512
0.91,0.94,0.96,0.96,1,0.734192643
0.91,0.94,0.96,0.96,2,1.163295788
0.91,0.94,0.96,0.97,1,0.732901941
0.91,0.94,0.96,0.97,2,1.161747651
0.91,0.94,0.96,0.98,1,0.731517734
0.91,0.94,0.96,0.98,2,1.16019269
0.91,0.94,0.96,0.99,1,0.730030659
0.91,0.94,0.96,0.99,2,1.158750588
0.91,0.94,0.96,1,1,0.728438735
0.91,0.94,0.96,1,2,1.157366175
0.91,0.94,0.97,0.9,1,0.741521394
0.91,0.94,0.97,0.9,2,1.174856329
0.91,0.94,0.97,0.91,1,0.740341153
0.91,0.94,0.97,0.91,2,1.172004116
0.91,0.94,0.97,0.92,1,0.739130076
0.91,0.94,0.97,0.92,2,1.169908218
0.91,0.94,0.97,0.93,1,0.737923335
0.91,0.94,0.97,0.93,2,1.168123451
0.91,0.94,0.97,0.94,1,0.736666464
0.91,0.94,0.97,0.94,2,1.166426185
0.91,0.94,0.97,0.95,1,0.735379181
0.91,0.94,0.97,0.95,2,1.164795893
0.91,0.94,0.97,0.96,1,0.734112253
0.91,0.94,0.97,0.96,2,1.16321112
0.91,0.94,0.97,0.97,1,0.732821689
0.91,0.94,0.97,0.97,2,1.161665676
0.91,0.94,0.97,0.98,1,0.731437386
0.91,0.94,0.97,0.98,2,1.160112455
0.91,0.94,0.97,0.99,1,0.729950016
0.91,0.94,0.97,0.99,2,1.158671415
0.91,0.94,0.97,1,1,0.728357619
0.91,0.94,0.97,1,2,1.157287609
0.91,0.94,0.98,0.9,1,0.741431576
0.91,0.94,0.98,0.9,2,1.174717352
0.91,0.94,0.98,0.91,1,0.740254164
0.91,0.94,0.98,0.91,2,1.171888082
