"Ganul";"Delta.M1";"Delta.Inter";"Delta.COV";"Indic_COVID";"Usa_Vel";"MSE"
1;0,9;0,95;1;7;1;89,2254814032776
1;0,81;0,88;0,91;8;0;89,2256638570907
1;0,91;0,95;0,82;7;1;89,2263234393035
1;0,96;0,89;0,92;7;1;89,2266375768022
1;0,92;0,92;0,99;8;1;89,2266482546813
1;0,9;0,96;0,86;7;1;89,226892062061
1;0,84;0,81;0,91;7;0;89,2275342525883
1;0,85;0,81;0,85;8;0;89,2284366082839
1;0,8;0,88;0,85;7;0;89,2285835893239
1;0,93;0,91;0,9;7;1;89,2292303287602
1;0,96;0,83;0,86;8;1;89,2293382892874
1;0,88;1;0,96;7;1;89,2301205908148
1;0,95;0,91;0,82;7;1;89,2309595974167
1;0,94;0,89;0,93;7;1;89,2311000850952
1;0,83;0,85;0,9;8;0;89,2312781322264
1;0,91;0,94;0,81;8;1;89,23152987224
1;0,86;1;0,95;8;1;89,2315616191315
1;0,95;0,94;0,89;7;1;89,2327817566606
1;0,94;0,9;0,85;7;1;89,2331729052189
1;0,89;0,97;0,93;7;1;89,2335868120215
1;0,94;0,91;0,81;7;1;89,2336010493577
1;0,94;0,89;0,83;8;1;89,2337179985195
1;0,88;0,97;0,93;8;1;89,23426739225
1;0,97;0,8;0,83;8;1;89,234561163811
1;0,82;0,85;0,9;7;0;89,2345923245561
1;0,84;0,83;0,91;8;0;89,2350870003536
1;0,88;0,99;0,99;7;1;89,2361530994153
1;0,92;0,92;0,98;8;1;89,2363360984903
1;0,89;1;0,85;7;1;89,236659850096
1;0,94;0,97;0,91;7;1;89,2369856932571
1;0,9;0,95;0,84;8;1;89,2371046338297
1;0,82;0,87;0,83;8;0;89,2372223110678
1;0,95;0,88;0,88;7;1;89,2382907686683
1;0,96;0,9;0,94;7;1;89,2384847222573
1;0,92;0,97;0,94;7;0;89,2385897557461
1;0,95;0,86;0,88;8;1;89,239505093882
1;0,9;0,95;0,99;7;1;89,2396838905526
1;0,92;1;0,84;7;1;89,2408912675664
1;0,96;0,86;0,95;7;1;89,2410452191156
1;0,84;0,81;0,9;7;0;89,2412836983498
1;0,93;0,92;0,82;7;1;89,2428021758498
1;0,95;0,93;0,84;7;1;89,2431154435156
1;0,95;0,87;0,94;7;1;89,2438706759701
1;0,91;0,94;0,9;7;1;89,2439807575479
1;0,81;0,88;0,9;8;0;89,2441166873036
1;0,96;0,88;0,91;7;1;89,2442508327158
1;1;0,99;0,87;8;1;89,2446863405818
1;0,92;0,93;0,85;7;1;89,2456387158275
1;1;0,84;0,91;7;0;89,2458814094181
1;0,9;1;0,8;7;1;89,2470633203862
1;0,92;0,92;0,97;8;1;89,247346201403
1;0,96;0,87;0,92;7;1;89,2474089545273
1;0,89;0,98;0,87;7;1;89,2474228126477
1;0,96;0,88;0,83;7;0;89,2483963012044
1;0,95;0,92;0,82;7;1;89,2486017971571
1;0,93;0,99;0,9;7;1;89,2487008389837
1;0,89;0,99;0,85;7;1;89,2493157473542
1;0,96;0,85;1;7;1;89,2493600316413
1;0,89;0,96;0,87;8;1;89,2498311216309
1;0,87;0,99;0,82;8;1;89,2505408225141
1;0,83;0,85;0,89;8;0;89,2507809131537
1;0,82;0,85;0,89;7;0;89,2510401098987
1;0,84;0,83;0,9;8;0;89,2513245156723
1;0,91;0,99;0,87;7;0;89,2514852959659
1;0,83;0,83;1;7;0;89,2522259740321
1;0,94;0,89;0,92;7;1;89,2522566316654
1;0,96;0,89;0,91;7;1;89,2545480233113
1;0,9;0,95;0,98;7;1;89,255201588335
1;0,96;0,91;1;7;1;89,2552609932069
1;0,83;0,83;0,99;7;0;89,2564966212332
1;0,84;0,81;0,89;7;0;89,2567903774964
1;0,9;0,97;0,81;7;1;89,2568088851119
1;0,93;0,91;0,89;7;1;89,2570361695914
1;0,86;1;0,94;8;1;89,2579559386369
1;0,93;0,91;0,82;8;1;89,2594129903679
1;0,92;0,92;0,96;8;1;89,259838515682
1;0,8;0,88;0,84;7;0;89,2600008484798
1;0,88;1;0,95;7;1;89,2607711459942
1;0,88;0,97;0,92;8;1;89,2607968149852
1;0,88;0,99;0,98;7;1;89,2609857299518
1;0,92;0,97;0,93;7;0;89,2610321496734
1;0,83;0,83;0,98;7;0;89,2614095623092
1;0,96;0,9;0,93;7;1;89,2623070016369
1;0,95;0,9;0,83;7;0;89,262358150897
1;0,96;0,86;0,94;7;1;89,2627651093882
1;0,96;0,85;0,99;7;1;89,2633219814832
1;0,95;0,87;0,93;7;1;89,2645659097418
1;0,89;0,97;0,92;7;1;89,2645815496598
1;0,96;0,82;1;8;1;89,2649931109773
1;0,94;0,97;0,9;7;1;89,2654398924927
1;0,81;0,88;0,89;8;0;89,2654450493155
1;0,85;0,81;0,84;8;0;89,2655144760147
1;0,95;0,89;0,84;7;1;89,2663616095139
1;0,95;0,94;0,88;7;1;89,2664142705615
1;0,94;0,96;0,82;7;1;89,2666715484182
1;0,83;0,83;0,97;7;0;89,2670482808953
1;0,82;0,85;0,88;7;0;89,2695291222581
1;0,96;0,91;0,99;7;1;89,2697484894767
1;0,84;0,83;0,89;8;0;89,2702009938144
1;0,9;0,95;0,97;7;1;89,2721380491383
1;0,9;0,96;0,85;7;1;89,2722380681024
1;0,93;0,98;0,81;7;1;89,2727079134214
1;0,83;0,85;0,88;8;0;89,2732956321414
1;0,95;0,88;0,87;7;1;89,2734171756794
1;0,83;0,83;0,96;7;0;89,2735058548163
1;0,95;0,9;0,82;7;1;89,2736737798244
1;0,92;0,92;0,95;8;1;89,2739872124469
1;1;0,99;0,86;8;1;89,2741615226677
1;0,84;0,81;0,88;7;0;89,2742365481178
1;0,96;0,88;0,9;7;1;89,2743996183221
1;0,96;0,83;0,85;8;1;89,2746104122054
1;0,91;0,94;0,89;7;1;89,2746204430318
1;0,96;0,82;0,99;8;1;89,2749271083877
1;0,95;0,86;0,87;8;1;89,2750236156986
1;0,96;0,87;0,91;7;1;89,2752604069752
1;0,94;0,89;0,91;7;1;89,2754793058532
1;0,94;0,9;0,84;7;1;89,2760408455651
1;1;0,84;0,9;7;0;89,2772382197987
1;0,93;0,99;0,89;7;1;89,2773801563513
1;0,96;0,85;0,98;7;1;89,2785826984336
1;0,98;0,85;0,8;7;0;89,2799941789486
1;0,83;0,83;0,95;7;0;89,2808856558385
1;0,92;1;0,83;7;1;89,2819837183403
1;0,91;0,95;0,81;7;1;89,2821333541838
1;0,95;0,95;1;7;1;89,2828105820459
1;0,96;0,89;0,9;7;1;89,2846763147821
1;0,95;0,91;0,81;7;1;89,2851262751555
1;0,92;0,97;0,92;7;0;89,2852094475824
1;0,96;0,91;0,98;7;1;89,2855137936235
1;0,96;0,82;0,98;8;1;89,2861046895676
1;0,96;0,86;0,93;7;1;89,2863686524086
1;0,86;1;0,93;8;1;89,2864749432703
1;0,89;1;0,84;7;1;89,2865769201111
1;0,95;0,87;0,92;7;1;89,2872193930465
1;0,93;0,91;0,88;7;1;89,2873688940218
1;0,88;0,99;0,97;7;1;89,2874401563666
1;0,92;0,92;1;7;1;89,2878533892786
1;0,82;0,87;0,82;8;0;89,2878619555079
1;0,96;0,9;0,92;7;1;89,2880810970177
1;0,91;0,99;0,86;7;0;89,2886023849406
1;0,92;0,93;0,84;7;1;89,2891741203152
1;0,8;0,89;1;8;0;89,2892554748114
1;0,83;0,83;0,94;7;0;89,289301986698
1;0,88;0,97;0,91;8;1;89,2898711046019
1;0,81;0,88;0,88;8;0;89,2899662626091
1;0,92;0,92;0,94;8;1;89,2899810791837
1;0,82;0,85;0,87;7;0;89,2902572638299
1;0,95;0,93;0,83;7;1;89,2902629741624
1;0,9;0,95;0,96;7;1;89,2906014315935
1;0,94;0,91;0,8;7;1;89,2906790906711
1;0,94;0,89;0,82;8;1;89,2912584515157
1;0,84;0,83;0,88;8;0;89,2920189635505
1;0,9;0,95;0,83;8;1;89,2925087726795
1;0,8;0,89;0,99;8;0;89,2928715739919
1;0,88;1;0,94;7;1;89,2931999441142
1;0,89;0,96;0,86;8;1;89,2934576274105
1;0,89;0,98;0,86;7;1;89,2935521407242
1;0,84;0,81;0,87;7;0;89,2938143747978
1;0,8;0,88;0,83;7;0;89,2946947042592
1;0,96;0,85;0,97;7;1;89,2952495310736
1;0,94;0,97;0,89;7;1;89,2958318532417
1;0,93;0,92;0,81;7;1;89,2960349441483
1;0,97;0,8;0,82;8;1;89,2963573326952
1;0,96;0,88;0,82;7;0;89,2966016531349
1;0,95;0,95;0,99;7;1;89,297194523461
1;0,8;0,89;0,98;8;0;89,2974741361505
1;0,89;0,97;0,91;7;1;89,2976668301539
1;0,92;0,92;0,99;7;1;89,2982980045924
1;0,96;0,82;0,97;8;1;89,298670773944
1;0,83;0,83;0,93;7;0;89,2988806179595
1;0,83;0,85;0,87;8;0;89,2991519913511
1;0,89;0,99;0,84;7;1;89,3002733876956
1;0,94;0,89;0,9;7;1;89,3009229445873
1;0,91;0,94;0,8;8;1;89,3022277339464
1;0,95;0,92;0,81;7;1;89,302391560357
1;0,95;0,94;0,87;7;1;89,3024056063859
1;0,96;0,91;0,97;7;1;89,3026568295887
1;0,8;0,89;0,97;8;0;89,3032072680712
1;0,96;0,87;0,9;7;1;89,3053740675289
1;1;0,99;0,85;8;1;89,3066324728828
1;0,96;0,88;0,89;7;1;89,3069177272347
1;0,85;0,81;0,83;8;0;89,3073621772548
1;0,91;0,94;0,88;7;1;89,3077753990746
1;0,93;0,99;0,88;7;1;89,3079067984788
1;0,92;0,92;0,93;8;1;89,3080237875236
1;0,83;0,83;0,92;7;0;89,3097591806867
1;0,95;0,9;0,82;7;0;89,30976825368
1;0,92;0,92;0,98;7;1;89,3098856853554
1;0,8;0,89;0,96;8;0;89,3102313413662
1;1;0,84;0,89;7;0;89,3105841083842
1;0,9;0,95;0,95;7;1;89,3107041428099
1;0,92;0,97;0,91;7;0;89,3112207459321
1;0,95;0,88;0,86;7;1;89,3113841883937
1;0,95;0,87;0,91;7;1;89,3119771213544
1;0,96;0,86;0,92;7;1;89,3119848512305
1;0,96;0,82;0,96;8;1;89,3127830773617
1;0,95;0,95;0,98;7;1;89,3127927046427
1;0,82;0,85;0,86;7;0;89,3134301389946
1;0,96;0,85;0,96;7;1;89,3134354216387
1;0,95;0,89;0,83;7;1;89,3139327156392
1;0,95;0,86;0,86;8;1;89,3144037394204
1;0,88;0,99;0,96;7;1;89,3155828957317
1;0,84;0,81;0,86;7;0;89,3157243774389
1;0,96;0,9;0,91;7;1;89,315924732961
1;0,87;0,99;0,81;8;1;89,3170251256236
1;0,84;0,83;0,87;8;0;89,3171036603872
1;0,96;0,89;0,89;7;1;89,3171448937695
1;0,86;1;0,92;8;1;89,317262274976
1;0,9;0,97;0,8;7;1;89,3176412319303
1;0,94;0,96;0,81;7;1;89,3177293753813
1;0,81;0,88;0,87;8;0;89,3180196606489
1;0,8;0,89;0,95;8;0;89,3187241168875
1;0,93;0,91;0,87;7;1;89,320386872201
1;0,9;0,96;0,84;7;1;89,3204248337772
1;0,96;0,91;0,96;7;1;89,3212813476649
1;0,88;0,97;0,9;8;1;89,3216911842485
1;0,83;0,83;0,91;7;0;89,3220873648572
1;0,94;0,9;0,83;7;1;89,3221782041644
1;0,92;0,92;0,97;7;1;89,3227267008315
1;0,93;0,91;0,81;8;1;89,3227467276827
1;0,93;0,98;0,8;7;1;89,3241816021085
1;0,96;0,83;0,84;8;1;89,3243692523023
1;0,92;1;0,82;7;1;89,3253025626607
1;0,88;1;0,93;7;1;89,3274597817416
1;0,95;0,9;0,81;7;1;89,3280119729872
1;0,91;0,99;0,85;7;0;89,3281046394443
1;0,94;0,97;0,88;7;1;89,3282421165221
1;0,92;0,92;0,92;8;1;89,3283340258074
1;0,96;0,82;0,95;8;1;89,3286125648208
1;0,83;0,85;0,86;8;0;89,3287022574906
1;0,94;0,89;0,89;7;1;89,3287457680959
1;0,8;0,89;0,94;8;0;89,3288817987029
1;0,95;0,95;0,97;7;1;89,3296956571515
1;0,9;0,95;0,94;7;1;89,3325624094077
1;0,8;0,88;0,82;7;0;89,3328744158404
1;0,89;0,97;0,9;7;1;89,3329328850413
1;0,96;0,85;0,95;7;1;89,3332586217873
1;0,92;0,93;0,83;7;1;89,3359267669014
1;0,83;0,83;0,9;7;0;89,3360268685686
1;0,92;0,92;0,96;7;1;89,3369387587437
1;0,96;0,87;0,89;7;1;89,3378813373627
1;0,89;1;0,83;7;1;89,3388174809426
1;0,95;0,87;0,9;7;1;89,3389889139712
1;0,92;0,97;0,9;7;0;89,3391650684576
1;0,82;0,85;0,85;7;0;89,3392588165118
1;0,96;0,86;0,91;7;1;89,339745579601
1;0,84;0,81;0,85;7;0;89,3401733770238
1;0,93;0,99;0,87;7;1;89,3403532343783
1;0,95;0,93;0,82;7;1;89,3403534446026
1;0,95;0,94;0,86;7;1;89,3408513321907
1;0,8;0,89;0,93;8;0;89,340919986083
1;0,89;0,96;0,85;8;1;89,3410876214509
1;0,91;0,95;0,8;7;1;89,3413010840542
1;0,96;0,91;0,95;7;1;89,3414943883025
1;0,96;0,88;0,88;7;1;89,3419320935281
1;0,89;0,98;0,85;7;1;89,3421457889924
1;1;0,99;0,84;8;1;89,3424884351045
1;0,95;0,91;0,8;7;1;89,3426672545669
1;0,91;0,94;0,87;7;1;89,3435838565309
1;0,82;0,87;0,81;8;0;89,3444546196767
1;0,95;0,86;1;7;1;89,3446048925816
1;0,88;0,99;0,95;7;1;89,3454787568645
1;0,84;0,83;0,86;8;0;89,3458030732741
1;0,96;0,9;0,9;7;1;89,3459559233492
1;1;0,84;0,88;7;0;89,3460072627509
1;0,96;0,82;0,94;8;1;89,3463438191065
1;0,96;0,88;0,81;7;0;89,3475597699514
1;0,95;0,95;0,96;7;1;89,3479965859816
1;0,81;0,88;0,86;8;0;89,3499665113209
1;0,86;1;0,91;8;1;89,3504670074802
1;0,92;0,92;0,91;8;1;89,3511455021076
1;0,83;0,83;0,89;7;0;89,351751040097
1;0,96;0,89;0,88;7;1;89,3520756680835
1;0,95;0,88;0,85;7;1;89,35233830641
1;0,92;0,92;0,95;7;1;89,3526468373147
1;0,93;0,92;0,8;7;1;89,3528603143657
1;0,9;0,95;0,82;8;1;89,3529370391882
1;0,89;0,99;0,83;7;1;89,3536867921341
1;0,85;0,81;0,82;8;0;89,3544161980412
1;0,94;0,89;0,81;8;1;89,3544255241161
1;0,96;0,85;0,94;7;1;89,3548423190452
1;0,8;0,89;0,92;8;0;89,3550744928717
1;0,95;0,86;0,99;7;1;89,3559413273702
1;0,93;0,91;0,86;7;1;89,3562480236254
1;0,9;0,95;0,93;7;1;89,3562957866172
1;0,88;0,97;0,89;8;1;89,3564671835225
1;0,95;0,86;0,85;8;1;89,3579687449867
1;0,94;0,89;0,88;7;1;89,359108267887
1;0,95;0,92;0,8;7;1;89,3594361852962
1;0,95;0,9;0,81;7;0;89,3599613557457
1;0,83;0,85;0,85;8;0;89,3623211771553
1;0,94;0,97;0,87;7;1;89,3627495137016
1;0,96;0,91;0,94;7;1;89,3634056651723
1;0,88;1;0,92;7;1;89,3636013551356
1;0,97;0,8;0,81;8;1;89,3636095715871
1;0,96;0,84;1;7;1;89,3645535603891
1;0,95;0,89;0,82;7;1;89,3648406363148
1;0,96;0,82;0,93;8;1;89,3661753234292
1;0,94;0,88;1;8;1;89,3668536983193
1;0,84;0,81;0,84;7;0;89,367371913508
1;0,95;0,95;0,95;7;1;89,3677907801124
1;0,82;0,85;0,84;7;0;89,3679570719555
1;0,95;0,87;0,89;7;1;89,3684075082933
1;0,95;0,86;0,98;7;1;89,3684604947391
1;0,87;0,98;1;8;1;89,3686485694239
1;0,92;0,97;0,89;7;0;89,3691409921324
1;0,83;0,83;0,88;7;0;89,3694441545739
1;0,96;0,86;0,9;7;1;89,3697849168612
1;0,92;0,92;0,94;7;1;89,3699828790509
1;0,91;0,99;0,84;7;0;89,3700837947521
1;0,89;0,97;0,89;7;1;89,3704699116547
1;0,92;1;0,81;7;1;89,3709195514541
1;0,9;0,96;0,83;7;1;89,3715568403952
1;0,94;0,96;0,8;7;1;89,3715732648747
1;0,8;0,89;0,91;8;0;89,3716020076135
1;0,94;0,9;0,82;7;1;89,3717230587766
1;0,96;0,87;0,88;7;1;89,3729139937024
1;0,8;0,88;0,81;7;0;89,3747387370857
1;0,93;0,99;0,86;7;1;89,3747909550887
1;0,94;0,88;0,99;8;1;89,3748333959921
1;0,92;0,92;0,9;8;1;89,3767068378184
1;0,88;0,99;0,94;7;1;89,3771907234
1;0,96;0,9;0,89;7;1;89,3782923134035
1;0,96;0,85;0,93;7;1;89,3783141779437
1;0,96;0,84;0,99;7;1;89,3783790275714
1;0,84;0,83;0,85;8;0;89,3784878872887
1;0,96;0,83;0,83;8;1;89,3789649048836
1;0,96;0,88;0,87;7;1;89,3795689831131
1;0,95;0,94;0,85;7;1;89,3818446219434
1;0,9;0,95;0,92;7;1;89,3820266190011
1;1;0,99;0,83;8;1;89,3821703946541
1;0,91;0,94;0,86;7;1;89,3821832423832
1;0,95;0,86;0,97;7;1;89,3822731222846
1;1;0,84;0,87;7;0;89,3835958888733
1;0,87;0,98;0,99;8;1;89,3837543717831
1;0,94;0,88;0,98;8;1;89,3839545583866
1;0,95;0,9;0,8;7;1;89,3858321217923
1;0,92;0,93;0,82;7;1;89,3860275939439
1;0,81;0,88;0,85;8;0;89,386189917102
1;0,86;1;0,9;8;1;89,386243955346
1;0,96;0,91;0,93;7;1;89,3871268862109
1;0,96;0,82;0,92;8;1;89,3883196648604
1;0,87;0,99;0,8;8;1;89,3883890802973
1;0,92;0,92;0,93;7;1;89,3890853369858
1;0,95;0,95;0,94;7;1;89,3891749667068
1;0,83;0,83;0,87;7;0;89,389300270141
1;0,96;0,89;0,87;7;1;89,3895894725346
1;0,8;0,89;0,9;8;0;89,3907805757031
1;0,93;0,91;0,8;8;1;89,3920995918827
1;0,94;0,89;0,87;7;1;89,3921720205921
1;0,89;0,96;0,84;8;1;89,3930063619076
1;0,89;0,98;0,84;7;1;89,3932828973583
1;0,89;1;0,82;7;1;89,393452708233
1;0,95;0,93;0,81;7;1;89,3934784553096
1;0,96;0,84;0,98;7;1;89,3934994970323
1;0,94;0,88;0,97;8;1;89,3943624021256
1;0,88;0,97;0,88;8;1;89,3944187756448
1;0,93;0,91;0,85;7;1;89,3951086073306
1;0,85;0,8;1;8;0;89,3952189649935
1;0,95;0,88;0,84;7;1;89,3964236028521
1;0,95;0,86;0,96;7;1;89,3974972607933
1;0,84;0,81;0,83;7;0;89,3975311288264
1;0,85;0,8;0,99;8;0;89,3976094125604
1;0,94;0,97;0,86;7;1;89,3994312887478
1;0,82;0,85;0,83;7;0;89,3997381129911
1;0,87;0,98;0,98;8;1;89,4003038950065
1;0,95;0,87;0,88;7;1;89,4003875840969
1;0,83;0,85;0,84;8;0;89,4004059033751
1;0,85;0,8;0,98;8;0;89,4008167463543
1;0,92;0,97;0,88;7;0;89,4012463474223
1;0,96;0,88;0,8;7;0;89,4013579349518
1;0,88;1;0,91;7;1;89,4016737096295
1;0,96;0,86;0,89;7;1;89,4022384665418
1;0,88;0,98;1;7;1;89,4036807147442
1;0,96;0,85;0,92;7;1;89,4038058041638
1;0,94;0,88;1;7;1;89,4048639953539
1;0,85;0,8;0,97;8;0;89,4049649799753
1;0,92;0,92;0,89;8;1;89,4052813893694
1;0,95;0,86;0,84;8;1;89,4060591296356
1;0,94;0,88;0,96;8;1;89,4062162342077
1;0,85;0,81;0,81;8;0;89,407136624224
1;0,82;0,87;0,8;8;0;89,4074961418188
1;0,89;0,99;0,82;7;1;89,409633219531
1;0,9;0,95;0,91;7;1;89,4098794699978
1;0,96;0,84;0,97;7;1;89,4100230263189
1;0,92;0,92;0,92;7;1;89,4100985694356
1;0,85;0,8;0,96;8;0;89,4101930192101
1;0,89;0,97;0,88;7;1;89,4103682798136
1;0,96;0,87;0,87;7;1;89,4106035696153
1;0,88;0,99;0,93;7;1;89,4107799850405
1;0,93;0,99;0,85;7;1;89,4112907699557
1;0,83;0,83;0,86;7;0;89,4115216154599
1;0,95;0,95;0,93;7;1;89,412246633975
1;0,96;0,91;0,92;7;1;89,4127710376458
1;0,8;0,89;0,89;8;0;89,4129098972976
1;0,96;0,82;0,91;8;1;89,4130036765419
1;0,95;0,9;0,8;7;0;89,4130242442465
1;0,96;0,9;0,88;7;1;89,4130505941373
1;0,93;0,9;1;7;1;89,4132815749852
1;0,95;0,86;0,95;7;1;89,4142581407097
1;0,91;0,99;0,83;7;0;89,4146306003533
1;0,94;0,88;0,99;7;1;89,4148087175046
1;0,84;0,83;0,84;8;0;89,4155514102135
1;0,85;0,8;0,95;8;0;89,416655907438
1;0,87;0,98;0,97;8;1;89,4184279469881
1;0,9;0,95;0,81;8;1;89,4187471564693
1;0,92;1;0,8;7;1;89,4189083264309
1;0,95;0,89;0,81;7;1;89,4192090134956
1;0,94;0,88;0,95;8;1;89,4196900703288
1;0,96;0,88;0,86;7;1;89,4199534822412
1;0,8;0,88;0,8;7;0;89,4204712596048
1;0,93;0,9;0,99;7;1;89,422899830612
1;1;0,84;0,86;7;0;89,4234382387005
1;0,94;0,89;0,8;8;1;89,4236435975921
1;0,91;0,94;0,85;7;1;89,4237094756675
1;0,85;0,8;0,94;8;0;89,4245260521205
1;0,86;1;0,89;8;1;89,4247542244745
1;0,94;0,9;0,81;7;1;89,4248076962804
1;0,88;0,98;0,99;7;1;89,4252155598424
1;0,95;0,94;0,84;7;1;89,4254763238026
1;0,9;0,96;0,82;7;1;89,425738414527
1;0,94;0,88;0,98;7;1;89,4258656210612
1;1;0,99;0,82;8;1;89,4261775829062
1;0,81;0,88;0,84;8;0;89,4270948096313
1;0,96;0,84;0,96;7;1;89,4280635361917
1;0,94;0,89;0,86;7;1;89,4280984556617
1;0,96;0,89;0,86;7;1;89,4298056183509
1;0,84;0,81;0,82;7;0;89,4308591281151
1;0,96;0,85;0,91;7;1;89,4314521441218
1;0,95;0,86;0,94;7;1;89,4326879033755
1;0,92;0,92;0,91;7;1;89,4331720858568
1;0,93;0,9;0,98;7;1;89,4336146032707
1;0,85;0,8;0,93;8;0;89,4339944023671
1;0,82;0,85;0,82;7;0;89,4348108098115
1;0,94;0,88;0,94;8;1;89,4349731465648
1;0,95;0,87;0,87;7;1;89,4350847410363
1;0,92;0,97;0,87;7;0;89,4355779933952
1;0,88;0,97;0,87;8;1;89,4357758018996
1;0,83;0,83;0,85;7;0;89,4363164715832
1;0,97;0,8;0,8;8;1;89,4367386397833
1;0,95;0,95;0,92;7;1;89,4371033531661
1;0,93;0,91;0,84;7;1;89,4371220243627
1;0,92;0,92;0,88;8;1;89,4371470553489
1;0,96;0,86;0,88;7;1;89,4372426787687
1;0,94;0,88;0,97;7;1;89,4381456913931
1;0,87;0,98;0,96;8;1;89,4382653653216
1;0,8;0,89;0,88;8;0;89,4383114522324
1;0,94;0,97;0,85;7;1;89,438363338021
1;0,96;0,83;0,82;8;1;89,4387701533695
1;0,92;0,93;0,81;7;1;89,4396024575129
1;0,9;0,95;0,9;7;1;89,439980539964
1;0,96;0,91;0,91;7;1;89,4404516610579
1;0,96;0,82;0,9;8;1;89,4404685501779
1;0,89;0,96;1;7;1;89,4405433695429
1;0,88;1;0,9;7;1;89,4417248842782
1;0,83;0,85;0,83;8;0;89,443376062705
1;0,95;0,88;0,83;7;1;89,4437808383184
1;0,97;0,87;1;7;0;89,4439146844906
1;0,85;0,8;0,92;8;0;89,4452715448185
1;0,93;0,9;0,97;7;1;89,4455366590114
1;0,88;0,99;0,92;7;1;89,4463061365875
1;0,89;0,98;0,83;7;1;89,4470459220108
1;0,96;0,84;0,95;7;1;89,447740570497
1;0,88;0,98;0,98;7;1;89,4482851097542
1;0,93;1;1;7;1;89,4493250518972
1;0,89;0,96;0,83;8;1;89,4495157680789
1;0,95;0,93;0,8;7;1;89,4497269461125
1;0,93;0,99;0,84;7;1;89,4499231831227
1;0,96;0,9;0,87;7;1;89,4503460106157
1;0,89;1;0,81;7;1;89,4505591231878
1;0,96;0,87;0,86;7;1;89,4510807837672
1;0,94;0,88;0,96;7;1;89,4517679970257
1;0,94;0,88;0,93;8;1;89,4522703086557
1;0,89;0,97;0,87;7;1;89,4527188356205
1;0,95;0,86;0,93;7;1;89,4529251989483
1;0,89;0,96;0,99;7;1;89,4568434328212
1;0,84;0,83;0,83;8;0;89,4574096048845
1;0,92;0,92;0,9;7;1;89,4584596536607
1;0,95;0,85;1;8;1;89,4585646477592
1;0,85;0,8;0,91;8;0;89,4585886842329
1;0,93;0,9;0,96;7;1;89,4587849162694
1;0,96;0,92;1;7;1;89,4589766594027
1;0,95;0,86;0,83;8;1;89,4590341778922
1;0,97;0,87;0,99;7;0;89,4597122880876
1;0,87;0,98;0,95;8;1;89,4599629821711
1;0,96;0,85;0,9;7;1;89,4613908357913
1;0,93;0,9;1;8;1;89,4614763106978
1;0,93;1;0,99;7;1;89,4618068143418
1;0,91;0,99;0,82;7;0;89,4618346688457
1;0,96;0,88;0,85;7;1;89,4632090544447
1;0,95;0,95;0,91;7;1;89,4638421337025
1;0,83;0,83;0,84;7;0;89,4638965261903
1;1;0,84;0,85;7;0;89,4656226648674
1;0,85;0,81;0,8;8;0;89,4660084897998
1;0,86;1;0,88;8;1;89,4661660680497
1;0,94;0,88;0,95;7;1;89,4668596187876
1;0,95;0,85;0,99;8;1;89,4670405561503
1;0,94;0,89;0,85;7;1;89,4670476019619
1;0,8;0,89;0,87;8;0;89,4673284857338
1;0,84;0,81;0,81;7;0;89,4675568534477
1;0,89;0,99;0,81;7;1;89,4681948116508
1;0,91;0,94;0,84;7;1;89,4682962979927
1;0,96;0,84;0,94;7;1;89,4691789665061
1;0,93;0,9;0,99;8;1;89,4693408097999
1;0,96;0,91;0,9;7;1;89,4702821564617
1;0,96;0,82;0,89;8;1;89,4709699657588
1;0,94;0,88;0,92;8;1;89,4718022701081
1;0,95;0,94;0,83;7;1;89,4718350967674
1;0,92;0,97;0,86;7;0;89,4722316588006
1;0,9;0,95;0,89;7;1;89,4724570930049
1;0,92;0,92;0,87;8;1;89,4725961471163
1;0,95;0,87;0,86;7;1;89,4726544509112
1;0,96;0,89;0,85;7;1;89,4728415285331
1;0,88;0,98;0,97;7;1;89,472966427844
1;0,81;0,88;0,83;8;0;89,4731081838709
1;0,82;0,85;0,81;7;0;89,4733754729584
1;0,96;0,92;0,99;7;1;89,4734038137685
1;0,93;0,9;0,95;7;1;89,4734863732796
1;0,85;0,8;0,9;8;0;89,474198477085
1;0,89;0,96;0,98;7;1;89,4745371729704
1;0,96;0,86;0,87;7;1;89,4749341929822
1;1;0,99;0,81;8;1;89,4750746997904
1;0,95;0,86;0,92;7;1;89,4751146474536
1;0,93;1;0,98;7;1;89,4752578152351
1;0,95;0,85;0,98;8;1;89,4766888798317
1;0,97;0,87;0,98;7;0;89,4766963801977
1;0,95;0,89;0,8;7;1;89,4771559694262
1;0,93;0,9;0,98;8;1;89,4783460917139
1;0,94;0,97;0,84;7;1;89,4796205353443
1;0,93;0,95;1;7;0;89,479689926414
1;0,88;0,97;0,86;8;1;89,4807792685988
1;0,94;0,9;0,8;7;1;89,4815575671457
1;0,93;0,91;0,83;7;1;89,4824376387591
1;0,9;0,96;0,81;7;1;89,4830735221853
1;0,94;0,98;1;7;1;89,4830790878253
1;0,94;0,88;0,94;7;1;89,483555437166
1;0,87;0,98;0,94;8;1;89,4836755538032
1;0,88;1;0,89;7;1;89,4838027376026
1;0,88;0,99;0,91;7;1;89,4838275560863
1;0,92;0,92;0,89;7;1;89,4861182831132
1;0,95;0,85;0,97;8;1;89,4876553855843
1;0,93;0,9;0,97;8;1;89,4886381221688
1;0,81;0,86;1;7;0;89,4886782497176
