"Ganul";"Delta.M1";"Delta.Inter";"Delta.COV";"Indic_COVID";"Usa_Vel";"MSE"
1;0,83;0,99;0,97;7;0;82,6760336936834
1;0,91;0,85;0,8;7;0;82,676034799309
1;0,92;0,83;0,82;7;0;82,6762445872248
1;0,87;0,97;0,95;7;0;82,6764276023701
1;0,84;0,99;0,99;7;0;82,6766725451726
1;0,91;0,91;0,98;7;0;82,6767979547356
1;0,92;0,86;0,85;7;0;82,6768513209566
1;0,93;0,85;1;7;0;82,6769042578634
1;0,91;0,87;0,8;7;0;82,6771587761674
1;0,82;0,96;0,99;7;0;82,6772146442948
1;0,83;0,96;0,89;7;0;82,6782916670877
1;0,88;0,96;0,95;7;0;82,6784296689669
1;0,87;0,89;0,99;8;0;82,6785183227482
1;0,99;0,99;0,97;8;0;82,6789880651052
1;0,89;0,85;0,98;7;0;82,6796372935758
1;0,91;0,82;0,84;7;0;82,6801718795395
1;0,83;0,94;0,95;8;0;82,6807636172723
1;0,84;0,93;0,95;8;0;82,6808691886289
1;0,97;1;0,82;8;0;82,6809971845981
1;0,92;0,88;0,95;7;0;82,6813012263134
1;0,89;0,94;0,87;7;0;82,6819193551223
1;0,88;0,9;0,8;7;0;82,6820216474833
1;0,91;0,88;0,81;7;0;82,6831249684554
1;0,86;0,91;0,85;8;0;82,6832187854348
1;0,94;0,81;0,99;7;0;82,684142155192
1;0,91;0,83;0,82;7;0;82,6851942778043
1;0,86;0,91;0,93;7;0;82,6854031348023
1;0,83;0,95;0,94;7;0;82,6859004213667
1;0,92;0,85;0,83;7;0;82,68590054174
1;0,88;0,89;0,83;7;0;82,686063553227
1;0,87;0,89;0,98;8;0;82,6874565332812
1;0,82;0,99;0,98;7;0;82,6876856423353
1;0,99;0,99;0,96;8;0;82,6882490935817
1;0,89;0,87;0,83;7;0;82,6884825212748
1;0,87;0,96;0,85;7;0;82,6884922299864
1;0,83;0,97;0,88;7;0;82,6891850688845
1;0,87;0,91;0,82;7;0;82,6892672040769
1;0,92;0,82;0,82;7;0;82,6895263599082
1;0,85;0,97;0,85;7;0;82,6900159261227
1;0,87;0,9;0,87;7;0;82,6900581330827
1;0,92;0,87;0,88;7;0;82,6901051290897
1;0,92;0,84;0,82;7;0;82,691419357914
1;0,86;0,95;0,8;7;0;82,6916709113904
1;0,89;0,85;0,97;7;0;82,6924102485847
1;0,86;0,97;0,87;7;0;82,6935056515062
1;0,93;0,84;0,92;7;0;82,694051061016
1;0,85;0,94;0,83;7;0;82,6940814597279
1;0,81;0,96;0,88;8;0;82,6942089234762
1;0,9;0,82;1;7;0;82,6942553070276
1;0,86;0,93;0,81;7;0;82,6942809455497
1;0,91;0,91;0,97;7;0;82,6943882957137
1;0,93;0,85;0,99;7;0;82,6945000773476
1;0,9;0,83;0,9;7;0;82,6945383208601
1;0,91;0,8;0,9;7;0;82,6950156062371
1;0,86;0,98;0,98;7;0;82,6956440120293
1;0,91;0,89;0,83;7;0;82,695735716361
1;0,93;0,8;0,85;7;0;82,6962194373703
1;0,81;0,98;1;7;0;82,6963504812382
1;0,82;0,97;0,93;7;0;82,6964318865464
1;0,85;0,98;0,91;7;0;82,6966028307257
1;0,82;0,96;0,98;7;0;82,6970096538771
1;0,85;0,92;0,9;8;0;82,6971615015595
1;0,9;0,93;0,94;7;0;82,6976240909594
1;0,87;0,89;0,97;8;0;82,6976683309032
1;0,84;0,93;0,94;8;0;82,6977245430102
1;0,94;0,8;0,94;7;0;82,6978242830571
1;0,89;0,85;0,9;8;0;82,6979448986455
1;0,9;0,91;0,81;7;0;82,6981008987402
1;0,83;0,94;0,94;8;0;82,6985688780317
1;0,99;0,99;0,95;8;0;82,6986066185485
1;0,9;0,82;0,9;8;0;82,6993818544816
1;0,9;0,92;0,85;7;0;82,6999778451447
1;0,84;0,99;0,98;7;0;82,700326562341
1;0,89;0,86;0,8;8;0;82,7004007370776
1;0,83;0,98;0,9;7;0;82,7010347496882
1;0,89;0,88;0,8;7;0;82,7012286547478
1;0,86;0,96;0,82;7;0;82,7016156292639
1;0,82;0,95;0,91;8;0;82,7019607348588
1;0,84;0,94;0,9;7;0;82,7021393619828
1;0,85;0,96;0,82;7;0;82,702252876572
1;0,87;0,97;0,94;7;0;82,703050496596
1;0,88;0,88;0,88;7;0;82,7031750610906
1;0,85;0,93;0,87;7;0;82,7033907956876
1;0,88;0,96;0,94;7;0;82,7036634914927
1;0,83;0,99;0,96;7;0;82,7039443777785
1;0,84;0,96;0,84;7;0;82,7039635417464
1;0,91;0,9;0,87;7;0;82,7043920058235
1;0,92;0,88;0,94;7;0;82,7045285475466
1;0,89;0,95;1;7;0;82,7048440740292
1;0,9;0,86;0,8;7;0;82,7049502815848
1;0,9;0,84;0,85;7;0;82,705502695501
1;0,9;0,82;0,99;7;0;82,7056534333426
1;0,82;0,98;0,93;7;0;82,7064476349563
1;0,8;0,97;0,85;8;0;82,7065188827774
1;0,89;0,85;0,96;7;0;82,7065294713292
1;0,89;0,86;0,87;7;0;82,7067950084181
1;0,91;0,81;0,86;7;0;82,7067997993095
1;0,9;0,85;0,82;7;0;82,7068569142139
1;0,94;0,81;0,98;7;0;82,7068599353988
1;0,88;0,94;0,8;7;0;82,7070223049722
1;0,84;0,98;0,89;7;0;82,7070491704216
1;0,86;0,91;0,92;7;0;82,7075261807383
1;0,85;0,92;1;7;0;82,708324279772
1;0,87;0,89;0,96;8;0;82,7093122767568
1;0,87;0,89;1;7;0;82,7096859838432
1;0,99;0,99;0,94;8;0;82,7101898013555
1;0,83;0,95;0,93;7;0;82,7123235436927
1;0,84;0,97;0,85;7;0;82,7133284481145
1;0,91;0,91;0,96;7;0;82,7134720331967
1;0,93;0,85;0,98;7;0;82,7134772216576
1;0,9;0,83;0,81;8;0;82,7144908873271
1;0,89;0,93;0,81;7;0;82,7145050783
1;0,82;0,99;0,97;7;0;82,7146859176155
1;0,86;0,92;0,84;7;0;82,7148442124216
1;0,93;0,83;0,88;7;0;82,7149674625385
1;0,84;0,95;0,85;7;0;82,7150391097407
1;0,84;0,93;0,93;8;0;82,7166826165176
1;0,9;0,82;0,98;7;0;82,7182131222853
1;0,82;0,96;0,97;7;0;82,7183895401917
1;0,93;0,81;0,85;7;0;82,7185138375735
1;0,83;0,94;0,93;8;0;82,7185148723693
1;0,86;0,98;0,97;7;0;82,7185512820511
1;0,83;0,96;0,88;7;0;82,7190119197118
1;0,81;0,98;0,99;7;0;82,7191543448426
1;0,93;0,82;0,86;7;0;82,7198446672281
1;0,87;0,89;0,99;7;0;82,7198482033891
1;0,85;0,92;0,99;7;0;82,7200836763231
1;0,89;0,95;0,99;7;0;82,7211805536055
1;0,89;0,85;0,95;7;0;82,7221211909753
1;0,9;0,93;0,93;7;0;82,7222470841615
1;0,87;0,89;0,95;8;0;82,7225617592495
1;0,99;0,99;0,93;8;0;82,7231437745924
1;0,88;0,95;0,84;7;0;82,7232306380008
1;0,89;0,94;0,86;7;0;82,7234332872665
1;0,9;0,83;0,89;7;0;82,723733807575
1;0,92;0,86;0,84;7;0;82,7245746048983
1;0,89;0,85;0,89;8;0;82,7255216854859
1;0,84;0,99;0,97;7;0;82,7255850287454
1;0,85;0,92;0,89;8;0;82,7260304834054
1;0,91;0,84;0,8;7;0;82,7260594503902
1;0,93;0,84;0,91;7;0;82,7261070605847
1;0,91;0,8;0,89;7;0;82,7268393395834
1;0,92;0,81;0,82;7;0;82,7269318530556
1;0,87;0,9;0,86;7;0;82,7269413785573
1;0,85;0,95;0,81;7;0;82,7278008345927
1;0,9;0,82;0,89;8;0;82,7278604066783
1;0,92;0,8;0,83;7;0;82,728534693985
1;0,92;0,87;0,87;7;0;82,729036727904
1;0,92;0,88;0,93;7;0;82,7296004263949
1;0,82;0,97;0,92;7;0;82,7298779269908
1;0,91;0,82;0,83;7;0;82,7299414668205
1;0,87;0,95;0,8;7;0;82,7299613685646
1;0,94;0,8;0,93;7;0;82,7301580906892
1;0,88;0,96;0,93;7;0;82,7307655678551
1;0,82;0,95;0,9;8;0;82,7309938138398
1;0,86;0,91;0,84;8;0;82,7310978791099
1;0,87;0,89;0,98;7;0;82,7311286832948
1;0,94;0,81;0,97;7;0;82,7311626185601
1;0,88;0,87;1;8;0;82,7315342386092
1;0,87;0,97;0,93;7;0;82,7315602745681
1;0,86;0,91;0,91;7;0;82,7317673308549
1;0,9;0,82;0,97;7;0;82,7320438896816
1;0,85;0,92;0,98;7;0;82,7330575267615
1;0,83;0,99;0,95;7;0;82,7336623162606
1;0,93;0,85;0,97;7;0;82,7339308839409
1;0,85;0,98;0,9;7;0;82,7339774354698
1;0,97;1;0,81;8;0;82,734124028682
1;0,91;0,91;0,95;7;0;82,7341570226541
1;0,83;0,97;0,87;7;0;82,7345068036961
1;0,81;0,96;0,87;8;0;82,7347413788854
1;0,92;0,83;0,81;7;0;82,7348954375071
1;0,84;0,94;0,89;7;0;82,7356999582458
1;0,88;0,89;0,82;7;0;82,7362296863784
1;0,88;0,88;0,87;7;0;82,7362817894603
1;0,88;0,87;1;7;0;82,7365840420554
1;0,88;0,88;0,81;8;0;82,7367579205316
1;0,87;0,89;0,94;8;0;82,7376055578254
1;0,99;0,99;0,92;8;0;82,7376323094023
1;0,84;0,93;0,92;8;0;82,7379619808978
1;0,87;0,96;0,84;7;0;82,7381711316202
1;0,89;0,87;0,82;7;0;82,7385806393655
1;0,89;0,95;0,98;7;0;82,7388534656696
1;0,86;0,97;0,86;7;0;82,7391374297808
1;0,88;0,87;0,99;8;0;82,7392590590159
1;0,89;0,85;0,94;7;0;82,7393195327939
1;0,92;0,85;0,82;7;0;82,7402952806714
1;0,83;0,94;0,92;8;0;82,7408172614276
1;0,83;0,95;0,92;7;0;82,7408610023253
1;0,82;0,96;0,96;7;0;82,7414593479434
1;0,82;0,98;0,92;7;0;82,7418250312729
1;0,91;0,83;0,81;7;0;82,7419326159848
1;0,85;0,97;0,84;7;0;82,7422635828135
1;0,91;0,88;0,8;7;0;82,7424764494108
1;0,83;0,98;0,89;7;0;82,742615658001
1;0,86;0,98;0,96;7;0;82,7430848089151
1;0,89;0,86;0,86;7;0;82,7431119519788
1;0,82;0,99;0,96;7;0;82,7434401793995
1;0,81;0,98;0,98;7;0;82,7435544148395
1;0,85;0,93;0,86;7;0;82,7436171514504
1;0,87;0,89;0,97;7;0;82,7436389550837
1;0,87;0,91;0,81;7;0;82,7442815089999
1;0,91;0,9;0,86;7;0;82,7447470722162
1;0,9;0,92;0,84;7;0;82,7461282905175
1;0,88;0,87;0,99;7;0;82,7465159501383
1;0,9;0,82;0,96;7;0;82,7472629073408
1;0,85;0,92;0,97;7;0;82,7473584159342
1;0,88;0,87;0,98;8;0;82,7481009071121
1;0,91;0,89;0,82;7;0;82,7481233629442
1;0,81;0,99;1;7;0;82,7485528664712
1;0,92;0,82;0,81;7;0;82,7486041268408
1;0,93;0,8;0,84;7;0;82,7486777961927
1;0,9;0,93;0,92;7;0;82,7488164020212
1;0,85;0,94;0,82;7;0;82,7491986946757
1;0,9;0,84;0,84;7;0;82,7495113627534
1;0,92;0,84;0,81;7;0;82,7496065393117
1;0,91;0,81;0,85;7;0;82,7500188575124
1;0,84;0,98;0,88;7;0;82,7501906471459
1;0,84;0,99;0,96;7;0;82,7525319076102
1;0,99;0,99;0,91;8;0;82,7538409808185
1;0,87;0,89;0,93;8;0;82,7546482943329
1;0,86;0,93;0,8;7;0;82,7551716142827
1;0,9;0,83;0,88;7;0;82,7554963538846
1;0,93;0,85;0,96;7;0;82,7559590974005
1;0,89;0,85;0,88;8;0;82,7563380399007
1;0,91;0,91;0,94;7;0;82,7565539274657
1;0,92;0,88;0,92;7;0;82,7566295403516
1;0,9;0,91;0,8;7;0;82,7570074229415
1;0,94;0,81;0,96;7;0;82,7571388797919
1;0,93;0,83;0,87;7;0;82,7571871596868
1;0,87;0,89;0,96;7;0;82,757498784366
1;0,88;0,87;0,98;7;0;82,7575453999779
1;0,89;0,95;0,97;7;0;82,7579595090986
1;0,88;0,87;0,97;8;0;82,7582031625399
1;0,85;0,92;0,88;8;0;82,7582165297882
1;0,89;0,85;0,93;7;0;82,758266209893
1;0,86;0,91;0,9;7;0;82,7582843280329
1;0,84;0,96;0,83;7;0;82,759043434425
1;0,9;0,82;0,88;8;0;82,7595950555396
1;0,88;0,96;0,92;7;0;82,7598378953134
1;0,93;0,84;0,9;7;0;82,760380186457
1;0,8;0,97;0,84;8;0;82,7608001144388
1;0,91;0,8;0,88;7;0;82,7612591659699
1;0,86;0,96;0,81;7;0;82,7615813900394
1;0,9;0,85;0,81;7;0;82,7616121620269
1;0,84;0,93;0,91;8;0;82,7617961195379
1;0,87;0,97;0,92;7;0;82,762053794172
1;0,83;0,96;0,87;7;0;82,7624462673297
1;0,85;0,92;0,96;7;0;82,7631062956258
1;0,82;0,95;0,89;8;0;82,7631235921823
1;0,85;0,96;0,81;7;0;82,7631857716312
1;0,86;0,92;0,83;7;0;82,7635043940642
1;0,9;0,82;0,95;7;0;82,7639949609616
1;0,94;0,8;0,92;7;0;82,7645469936991
1;0,83;0,99;0,94;7;0;82,7652708400014
1;0,84;0,95;0,84;7;0;82,7652902400512
1;0,82;0,97;0,91;7;0;82,7655648075929
1;0,83;0,94;0,91;8;0;82,7657059210259
1;0,82;0,96;0,95;7;0;82,7663275275465
1;0,84;0,97;0,84;7;0;82,7664842531327
1;0,87;0,9;0,85;7;0;82,7668986282908
1;0,89;0,94;0,85;7;0;82,7676875498398
1;0,93;0,82;0,85;7;0;82,7681553013907
1;0,86;0,98;0,95;7;0;82,7693349501329
1;0,81;0,98;0,97;7;0;82,7696375254052
1;0,88;0,87;0,96;8;0;82,7697234086871
1;0,88;0,87;0,97;7;0;82,7697830190666
1;0,93;0,81;0,84;7;0;82,7703683101501
1;0,92;0,87;0,86;7;0;82,7706306966852
1;0,83;0,95;0,91;7;0;82,7716422379681
1;0,84;0,94;0,88;7;0;82,7719027356654
1;0,99;0,99;0,9;8;0;82,7719809027416
1;0,88;0,88;0,86;7;0;82,7722845861627
1;0,87;0,89;0,95;7;0;82,7728361269526
1;0,81;0,99;0,99;7;0;82,7729344889953
1;0,85;0,98;0,89;7;0;82,7736523029714
1;0,87;0,89;0,92;8;0;82,7739107638593
1;0,82;0,99;0,95;7;0;82,7740305499225
1;0,89;0,93;0,8;7;0;82,774063874529
1;0,88;0,95;0,83;7;0;82,7744773698418
1;0,92;0,86;0,83;7;0;82,7753262808567
1;0,9;0,93;0,91;7;0;82,7774450683928
1;0,89;0,95;0,96;7;0;82,778598348915
1;0,89;0,85;0,92;7;0;82,7791100559264
1;0,81;0,96;0,86;8;0;82,7791694553145
1;0,81;0,97;1;7;0;82,7793779406394
1;0,82;0,98;0,91;7;0;82,7794091171646
1;0,93;0,85;0,95;7;0;82,7796622817779
1;0,85;0,92;0,95;7;0;82,7804283353266
1;0,91;0,91;0,93;7;0;82,7807755692271
1;0,84;0,99;0,95;7;0;82,7812515979196
1;0,9;0,82;0,94;7;0;82,7823722895913
1;0,89;0,86;0,85;7;0;82,7824828944359
1;0,83;0,97;0,86;7;0;82,7825704387693
1;0,88;0,87;0,95;8;0;82,7828341217441
1;0,91;0,82;0,82;7;0;82,7831658980104
1;0,88;0,87;0,96;7;0;82,7833477973176
1;0,86;0,91;0,83;8;0;82,7839185563974
1;0,9;0,83;0,8;8;0;82,7841560999715
1;0,94;0,81;0,95;7;0;82,7848784794541
1;0,92;0,8;0,82;7;0;82,784878553703
1;0,92;0,88;0,91;7;0;82,7857294014307
1;0,92;0,81;0,81;7;0;82,7864042015053
1;0,83;0,98;0,88;7;0;82,7866556374786
1;0,85;0,93;0,85;7;0;82,7869227827439
1;0,86;0,91;0,89;7;0;82,7872386701005
1;0,86;0,97;0,85;7;0;82,7874718417326
1;0,91;0,9;0,85;7;0;82,7878737849663
1;0,84;0,93;0,9;8;0;82,7884335333237
1;0,87;0,89;0,94;7;0;82,7897869445277
1;0,9;0,83;0,87;7;0;82,7899901751527
1;0,88;0,89;0,81;7;0;82,7900455607605
1;0,89;0,85;0,87;8;0;82,7906936500295
1;0,87;0,96;0,83;7;0;82,7907802876722
1;0,88;0,96;0,91;7;0;82,7909824665178
1;0,85;0,95;0,8;7;0;82,7913129351819
1;0,99;0,99;0,89;8;0;82,7922931094439
1;0,89;0,87;0,81;7;0;82,7923209730914
1;0,82;0,96;0,94;7;0;82,7931056672716
1;0,83;0,94;0,9;8;0;82,793425086448
1;0,97;1;0,8;8;0;82,7939090670612
1;0,85;0,92;0,87;8;0;82,7940170020918
1;0,87;0,97;0,91;7;0;82,7946277745361
1;0,9;0,82;0,87;8;0;82,7948813744615
1;0,9;0,92;0,83;7;0;82,7952695260759
1;0,87;0,89;0,91;8;0;82,7956301468661
1;0,84;0,98;0,87;7;0;82,7958510234243
1;0,91;0,81;0,84;7;0;82,7964325288976
1;0,9;0,84;0,83;7;0;82,7968766980001
1;0,93;0,84;0,89;7;0;82,7969756222483
1;0,92;0,83;0,8;7;0;82,7970340597179
1;0,86;0,98;0,94;7;0;82,7973926816368
1;0,85;0,97;0,83;7;0;82,7974664819367
1;0,81;0,98;0,96;7;0;82,797491863968
1;0,88;0,87;0,94;8;0;82,7977232641583
1;0,92;0,85;0,81;7;0;82,7979781009325
1;0,88;0,87;0,95;7;0;82,7983670784873
1;0,91;0,8;0,87;7;0;82,7984304941343
1;0,82;0,95;0,88;8;0;82,7986156120355
1;0,83;0,99;0,93;7;0;82,7988533027107
1;0,81;0,99;0,98;7;0;82,7989332004514
1;0,85;0,92;0,94;7;0;82,7994586489524
1;0,81;0,97;0,99;7;0;82,8000008334997
1;0,89;0,95;0,95;7;0;82,8008720886789
1;0,94;0,8;0,91;7;0;82,8010812961674
1;0,89;0,85;0,91;7;0;82,8020063926137
1;0,93;0,83;0,86;7;0;82,802065712263
1;0,91;0,83;0,8;7;0;82,8023510651313
1;0,9;0,82;0,93;7;0;82,8025342945696
1;0,87;0,91;0,8;7;0;82,8030536273868
1;0,82;0,97;0,9;7;0;82,8035985456185
1;0,91;0,89;0,81;7;0;82,8037666097679
1;0,93;0,8;0,83;7;0;82,8041964373417
1;0,83;0,95;0,9;7;0;82,8047991499124
1;0,93;0,85;0,94;7;0;82,8051427565643
1;0,88;0,88;0,8;8;0;82,8056942590052
1;0,84;0,93;1;7;0;82,8062912031927
1;0,82;0,99;0,94;7;0;82,8065393354244
1;0,91;0,91;0,92;7;0;82,8069362445021
1;0,85;0,94;0,81;7;0;82,807857115365
1;0,9;0,93;0,9;7;0;82,8082460595696
1;0,87;0,89;0,93;7;0;82,8084948646261
1;0,83;0,96;0,86;7;0;82,8087160496015
1;0,87;0,9;0,84;7;0;82,810091290116
1;0,84;0,94;0,87;7;0;82,8108926475592
1;0,92;0,82;0,8;7;0;82,811214816925
1;0,92;0,84;0,8;7;0;82,8112360614605
1;0,88;0,88;0,85;7;0;82,8113513580478
1;0,84;0,99;0,94;7;0;82,8118286675049
1;0,94;0,81;0,94;7;0;82,8144719318604
1;0,88;0,87;0,93;8;0;82,8145947660011
1;0,89;0,94;0,84;7;0;82,8147865772363
1;0,88;0,87;0,94;7;0;82,8149764119256
1;0,92;0,87;0,85;7;0;82,8149982446097
1;0,99;0,99;0,88;8;0;82,8150536658079
1;0,85;0,99;1;7;0;82,8150697370471
1;0,86;0,92;0,82;7;0;82,815674823322
1;0,85;0,98;0,88;7;0;82,815718073427
1;0,92;0,88;0,9;7;0;82,8170137599588
1;0,84;0,96;0,82;7;0;82,8173733586488
1;0,84;0,93;0,89;8;0;82,8181378581239
1;0,86;0,91;0,88;7;0;82,8187945467091
1;0,84;0,95;0,83;7;0;82,8187955403736
1;0,84;0,93;0,99;7;0;82,8189841413201
1;0,82;0,98;0,9;7;0;82,8192930403106
1;0,93;0,82;0,84;7;0;82,8193615960023
1;0,8;0,97;0,83;8;0;82,819856179304
1;0,87;0,89;0,9;8;0;82,8200601177739
1;0,9;0,85;0,8;7;0;82,8201124645331
1;0,85;0,92;0,93;7;0;82,8203378900436
1;0,94;0,82;1;7;0;82,820591998209
1;0,82;0,96;0,93;7;0;82,8219082198874
1;0,81;0,97;0,98;7;0;82,8221746123889
1;0,84;0,97;0,83;7;0;82,8226536460583
1;0,83;0,94;0,89;8;0;82,8242335484883
1;0,88;0,96;0,9;7;0;82,8243008954788
1;0,9;0,82;0,92;7;0;82,8246271091441
1;0,86;0,96;0,8;7;0;82,824855856922
1;0,89;0,95;0,94;7;0;82,8248846994446
1;0,89;0,86;0,84;7;0;82,8250721870392
1;0,93;0,81;0,83;7;0;82,8252547315446
1;0,81;0,99;0,97;7;0;82,8266294076054
1;0,89;0,85;0,9;7;0;82,8271162319788
1;0,81;0,98;0,95;7;0;82,8272068066749
1;0,86;0,98;0,93;7;0;82,8273492427741
1;0,9;0,83;0,86;7;0;82,8273804175221
1;0,85;0,96;0,8;7;0;82,8275116652934
1;0,81;0,96;0,85;8;0;82,8277978025723
1;0,88;0,95;0,82;7;0;82,8287728559881
1;0,89;0,85;0,86;8;0;82,8289048831916
1;0,87;0,89;0,92;7;0;82,8291106738489
1;0,92;0,86;0,82;7;0;82,8292157538342
1;0,87;0,97;0,9;7;0;82,8293785580731
1;0,93;0,85;0,93;7;0;82,8325042408382
1;0,84;0,93;0,98;7;0;82,8329409808714
1;0,83;0,98;0,87;7;0;82,8332495757683
1;0,88;0,87;0,93;7;0;82,8333192477077
1;0,85;0,93;0,84;7;0;82,8334560615884
1;0,83;0,97;0,85;7;0;82,8334849960325
1;0,88;0,87;0,92;8;0;82,8336688839938
1;0,85;0,92;0,86;8;0;82,8337456479429
1;0,91;0,9;0,84;7;0;82,8338826707161
1;0,9;0,82;0,86;8;0;82,8340313451305
1;0,83;0,99;0,92;7;0;82,8344930664229
1;0,91;0,91;0,91;7;0;82,8351510364376
1;0,93;0,84;0,88;7;0;82,835998288391
1;0,85;0,99;0,99;7;0;82,8362529199625
1;0,82;0,95;0,87;8;0;82,8377505522277
1;0,91;0,8;0,86;7;0;82,8385099411228
1;0,86;0,97;0,84;7;0;82,8386061839253
1;0,94;0,8;0,9;7;0;82,8398515528449
1;0,91;0,82;0,81;7;0;82,8399838217956
1;0,83;0,95;0,89;7;0;82,8404656528966
1;0,99;0,99;0,87;8;0;82,8405795938273
1;0,82;0,99;0,93;7;0;82,8410489889421
1;0,94;0,82;0,99;7;0;82,8411321973864
1;0,9;0,93;0,89;7;0;82,8413317455098
1;0,86;0,91;0,82;8;0;82,8420719657203
1;0,85;0,92;0,92;7;0;82,8432127123957
1;0,82;0,97;0,89;7;0;82,8440866398012
1;0,84;0,98;0,86;7;0;82,8441241650449
1;0,84;0,99;0,93;7;0;82,8443476611363
1;0,92;0,8;0,81;7;0;82,8447177810112
1;0,81;0,97;0,97;7;0;82,8459940835904
1;0,94;0,81;0,93;7;0;82,8460102177344
1;0,91;0,81;0,83;7;0;82,8461907748257
1;0,87;0,96;0,82;7;0;82,8464193126787
1;0,87;0,89;0,89;8;0;82,8474708816866
1;0,9;0,92;0,82;7;0;82,8475064217872
1;0,88;0,89;0,8;7;0;82,8476465673548
1;0,9;0,84;0,82;7;0;82,8477497650692
1;0,84;0,93;0,97;7;0;82,8482740965268
1;0,9;0,82;0,91;7;0;82,8488030241659
1;0,92;0,81;0,8;7;0;82,8494544746736
1;0,93;0,83;0,85;7;0;82,8497085588425
1;0,89;0,87;0,8;7;0;82,8498398629962
1;0,92;0,88;0,89;7;0;82,8505960643626
1;0,89;0,95;0,93;7;0;82,8507414283129
1;0,84;0,93;0,88;8;0;82,851188060573
1;0,87;0,89;0,91;7;0;82,8517916388225
1;0,84;0,94;0,86;7;0;82,8528149077698
1;0,82;0,96;0,92;7;0;82,8528522346802
1;0,86;0,91;0,87;7;0;82,8531176904491
1;0,88;0,87;0,92;7;0;82,8535464620166
1;0,88;0,88;0,84;7;0;82,8536477659685
1;0,89;0,85;0,89;7;0;82,8546053198283
1;0,88;0,87;0,91;8;0;82,8551824373351
1;0,85;0,97;0,82;7;0;82,8557272355537
1;0,81;0,99;0,96;7;0;82,856104021107
1;0,87;0,9;0,83;7;0;82,8566771326227
1;0,92;0,89;1;7;0;82,8570849542059
1;0,83;0,96;0,85;7;0;82,8579434468086
1;0,83;0,94;0,88;8;0;82,8584049716196
1;0,81;0,98;0,94;7;0;82,858872812975
1;0,85;0,99;0,98;7;0;82,8589140476476
1;0,92;0,85;0,8;7;0;82,8590574092086
1;0,86;0,98;0,92;7;0;82,8592958489425
1;0,88;0,96;0,89;7;0;82,8598941386473
1;0,85;0,98;0,87;7;0;82,8602658237868
1;0,82;0,98;0,89;7;0;82,861571193119
1;0,93;0,85;0,92;7;0;82,86185136275
1;0,92;0,87;0,84;7;0;82,8622490358428
1;0,91;0,89;0,8;7;0;82,8627689822563
1;0,93;0,8;0,82;7;0;82,8628899257005
1;0,94;0,82;0,98;7;0;82,8631422561686
1;0,89;0,94;0,83;7;0;82,8648330762455
1;0,84;0,93;0,96;7;0;82,8651027573086
1;0,91;0,91;0,9;7;0;82,8655351517258
1;0,87;0,97;0,89;7;0;82,8664019760969
1;0,9;0,83;0,85;7;0;82,8678319594863
1;0,85;0,92;0,91;7;0;82,868235098217
1;0,99;0,99;0,86;8;0;82,8692357080634
1;0,85;0,94;0,8;7;0;82,8701793380736
1;0,89;0,86;0,83;7;0;82,8710407623747
1;0,89;0,85;0,85;8;0;82,8713052341221
1;0,86;0,92;0,81;7;0;82,8714937920709
1;0,81;0,97;0,96;7;0;82,8715566196654
1;0,83;0,99;0,91;7;0;82,8722735987714
1;0,92;0,89;0,99;7;0;82,8725069824041
1;0,82;1;1;7;0;82,8734976364273
1;0,93;0,82;0,83;7;0;82,8735715842206
1;0,9;0,82;0,9;7;0;82,8752197702001
1;0,84;0,95;0,82;7;0;82,8756818469952
1;0,88;0,87;0,91;7;0;82,8758157049243
1;0,87;0,89;0,9;7;0;82,8767006560503
1;0,9;0,93;0,88;7;0;82,8768134190068
1;0,9;0,82;0,85;8;0;82,8773739276695
1;0,93;0,84;0,87;7;0;82,8775527413098
1;0,82;0,99;0,92;7;0;82,8776421793177
1;0,85;0,92;0,85;8;0;82,87773340965
1;0,87;0,89;0,88;8;0;82,8781491901934
1;0,83;0,94;1;7;0;82,8784046017505
1;0,89;0,95;0,92;7;0;82,8785482133656
1;0,83;0,95;0,88;7;0;82,8787772360271
1;0,84;0,99;0,92;7;0;82,8788930027024
1;0,84;0,96;0,81;7;0;82,879068848308
1;0,88;0,87;0,9;8;0;82,8793889322837
1;0,94;0,81;0,92;7;0;82,8795845608966
1;0,82;0,95;0,86;8;0;82,8808253332582
1;0,94;0,8;0,89;7;0;82,8809486929615
1;0,81;0,96;0,84;8;0;82,8809518337825
1;0,91;0,8;0,85;7;0;82,88165441691
1;0,84;0,97;0,82;7;0;82,8819442054332
1;0,83;0,98;0,86;7;0;82,8824941084623
1;0,91;0,9;0,83;7;0;82,8828819075194
1;0,85;0,99;0,97;7;0;82,8831372211334
1;0,93;0,81;0,82;7;0;82,8832844255152
1;0,85;0,93;0,83;7;0;82,8833626855423
1;0,84;0,93;0,95;7;0;82,8835529481924
1;0,8;0,97;0,82;8;0;82,8840566992494
1;0,89;0,85;0,88;7;0;82,8846430334021
1;0,82;0,96;0,91;7;0;82,8860571045874
1;0,88;0,95;0,81;7;0;82,88621624423
1;0,92;0,86;0,81;7;0;82,8863504003167
1;0,92;0,88;0,88;7;0;82,8865889992537
1;0,94;0,82;0,97;7;0;82,8867102427122
1;0,82;0,97;0,88;7;0;82,8871381707383
1;0,83;0,97;0,84;7;0;82,8873610375353
1;0,81;0,99;0,95;7;0;82,8874383155529
1;0,84;0,93;0,87;8;0;82,8878787962812
