"Ganul";"Delta.M1";"Delta.Inter";"Delta.COV";"Indic_COVID";"Usa_Vel";"Error"
1;0,82;0,97;0,84;7;0;0,175087801592588
1;0,93;0,88;0,85;7;0;0,175088298212887
1;0,87;0,99;0,88;7;0;0,175088310499603
1;0,92;0,96;0,97;7;1;0,175088929413471
1;0,83;0,99;0,93;7;0;0,175090501742819
1;0,83;0,9;0,96;8;0;0,175092128472406
1;0,95;0,8;0,88;7;0;0,175092217927044
1;0,96;0,83;0,95;7;0;0,175092226773163
1;0,83;0,96;0,97;8;1;0,175092831084677
1;0,84;0,96;0,97;8;1;0,175092860088477
1;0,8;0,96;0,85;7;0;0,175094646196818
1;0,92;0,95;0,97;7;1;0,175094721462121
1;0,95;0,81;0,92;7;0;0,175096937338815
1;0,8;0,97;0,93;7;0;0,175096941651573
1;0,94;0,85;0,92;7;0;0,175097299085527
1;0,93;0,97;0,97;7;1;0,175099048637826
1;0,91;0,95;0,97;7;1;0,175100099702335
1;0,88;0,98;0,81;7;0;0,17510036462491
1;0,82;0,96;0,97;8;1;0,175101108001065
1;0,84;0,98;0,8;7;0;0,175102525265386
1;0,89;0,97;0,81;7;0;0,175103199626271
1;0,88;0,96;0,97;8;1;0,175103234147852
1;0,85;0,99;0,87;7;0;0,175104023146344
1;0,91;0,95;0,94;7;0;0,175104168272099
1;0,83;0,98;0,88;7;0;0,175104825445442
1;0,86;0,99;0,85;7;0;0,175104949561347
1;0,87;0,96;0,97;8;1;0,175105882224509
1;0,84;0,99;0,91;7;0;0,175106697228353
1;0,85;0,96;0,97;8;1;0,175106742705242
1;0,89;0,98;0,93;7;0;0,175107518177475
1;0,92;0,91;0,81;7;0;0,175107558000844
1;0,9;0,81;0,95;7;1;0,175108228447131
1;0,82;0,97;0,83;7;0;0,17510930025139
1;0,86;0,96;0,97;8;1;0,175109838088152
1;0,81;0,96;0,97;8;1;0,175110601977951
1;0,91;0,94;0,91;7;0;0,175111631474397
1;0,94;0,84;0,84;7;0;0,175112781768535
1;0,93;0,88;0,84;7;0;0,175113739660043
1;0,87;0,99;0,87;7;0;0,17511385572902
1;0,82;1;0,98;7;1;0,175113877519258
1;0,8;0,96;0,84;7;0;0,17511439724911
1;0,95;0,8;0,87;7;0;0,175115729516517
1;0,87;0,94;0,97;7;1;0,175116444493218
1;0,8;0,96;0,97;8;1;0,175116726765246
1;0,92;0,95;0,97;8;0;0,175121004184698
1;0,9;0,99;0,97;7;1;0,175122564986711
1;0,91;0,97;0,97;7;1;0,175122698479048
1;1;0,98;0,98;8;1;0,17512358855457
1;0,81;0,97;0,91;7;0;0,17512380965164
1;0,95;0,89;0,96;7;0;0,175124995466794
1;0,83;0,98;0,87;7;0;0,175126698111117
1;0,9;0,87;0,96;7;1;0,175127959385044
1;0,85;0,99;0,86;7;0;0,175128595640246
1;0,99;0,88;0,97;7;0;0,175129881141941
1;0,88;0,98;0,8;7;0;0,17513094664858
1;0,82;0,97;0,82;7;0;0,175131322738239
1;0,86;0,99;0,84;7;0;0,175131673248593
1;0,93;0,93;0,97;7;1;0,175132110037527
1;0,84;0,9;0,96;7;1;0,175132544293922
1;0,98;0,95;0,98;7;1;0,175133561164258
1;0,89;0,97;0,8;7;0;0,175133721893178
1;0,8;0,82;0,94;8;1;0,175134095240389
1;0,9;0,96;0,91;7;0;0,175134639149548
1;0,8;0,96;0,83;7;0;0,175134890341698
1;0,9;0,97;0,94;7;0;0,175135314491896
1;0,84;0,86;0,95;8;1;0,175136198458475
1;0,92;0,91;0,8;7;0;0,175136510729117
1;0,97;0,81;0,95;7;0;0,175137098448832
1;0,9;0,95;0,97;7;1;0,175137362858325
1;0,94;0,84;0,83;7;0;0,175138802285135
1;0,8;0,92;0,96;8;0;0,175139088900795
1;0,95;0,8;0,86;7;0;0,17513947656882
1;0,93;0,93;0,97;8;1;0,175139510649561
1;0,87;0,99;0,86;7;0;0,17513969132449
1;0,93;0,88;0,83;7;0;0,175140034617762
1;0,91;0,85;0,96;7;1;0,175140719949993
1;0,8;0,98;0,94;7;0;0,175143117718361
1;0,84;0,99;0,9;7;0;0,17514579279057
1;0,91;0,96;0,97;7;1;0,175146378665063
1;0,93;0,96;0,97;7;1;0,175147090219886
1;0,85;0,86;0,95;7;1;0,17514796550932
1;0,94;0,91;0,97;8;1;0,175148224961574
1;0,83;0,98;0,86;7;0;0,175148769573043
1;0,95;0,82;0,93;7;0;0,175149527340598
1;0,81;0,85;0,95;7;1;0,175149904784419
1;0,99;0,83;0,96;7;0;0,175152412653588
1;0,91;0,94;0,9;7;0;0,175152893402751
1;0,82;0,97;0,81;7;0;0,175153787641965
1;0,85;0,99;0,85;7;0;0,17515384368302
1;0,8;0,96;0,82;7;0;0,175156083484988
1;0,86;0,99;0,83;7;0;0,175159250549067
1;0,81;0,97;0,9;7;0;0,175159341314371
1;0,91;0,95;0,97;8;1;0,175162510414394
1;0,93;0,9;0,94;7;0;0,175162954238329
1;0,95;0,8;0,85;7;0;0,175163862735854
1;0,94;0,84;0,82;7;0;0,175165626720827
1;0,88;0,89;0,96;7;1;0,175165714750873
1;0,87;0,99;0,85;7;0;0,175166232437159
1;0,95;0,81;0,91;7;0;0,175166757143005
1;0,93;0,88;0,82;7;0;0,175167166113227
1;0,94;0,85;0,91;7;0;0,175167937522241
1;0,87;1;0,93;7;0;0,175170224727692
1;0,84;1;0,93;7;0;0,175170477256231
1;0,83;0,98;0,85;7;0;0,175171425512004
1;0,93;0,94;0,97;7;1;0,175171500996387
1;0,88;1;0,94;7;0;0,175171806609283
1;0,9;0,86;0,96;8;1;0,175172003374006
1;0,88;0,82;0,95;8;1;0,175173599460071
1;0,84;0,99;0,89;7;0;0,175173952734009
1;0,93;0,95;0,97;7;1;0,175174116017208
1;0,9;0,96;0,9;7;0;0,175176409977099
1;0,82;0,97;0,8;7;0;0,175176596436614
1;0,8;0,96;0,81;7;0;0,175177910399992
1;0,85;0,99;0,84;7;0;0,175179896231608
1;0,91;0,94;0,89;7;0;0,175182468218305
1;0,82;0,98;0,92;7;0;0,175182856992784
1;0,81;0,97;0,89;7;0;0,17518340811737
1;0,96;0,87;0,96;7;0;0,175184274765208
1;0,85;0,88;0,96;8;0;0,175184696879875
1;0,86;0,99;0,82;7;0;0,175187661664133
1;0,95;0,8;0,84;7;0;0,17518901867893
1;0,92;0,82;0,96;7;1;0,175190250445616
1;0,89;0,96;0,97;8;1;0,175190686296062
1;0,96;0,82;0,97;8;1;0,175192598777349
1;0,94;0,84;0,81;7;0;0,175193211467695
1;0,87;0,99;0,84;7;0;0,175193619489275
1;0,83;0,98;0,84;7;0;0,175194780026081
1;0,93;0,88;0,81;7;0;0,175195094162455
1;0,94;0,9;0,97;8;0;0,175196018213535
1;0,89;0,95;0,97;7;1;0,175196622464482
1;0,94;0,88;0,97;7;1;0,17519732316344
1;0,84;0,99;0,88;7;0;0,175198458256729
1;0,88;0,99;0,92;7;0;0,17519984673681
1;0,8;0,96;0,8;7;0;0,175200289974203
1;0,86;0,94;0,97;7;1;0,175203094341071
1;0,81;0,97;0,88;7;0;0,17520351448836
1;1;0,81;0,98;7;1;0,175205418790271
1;0,95;0,81;0,9;7;0;0,175206501711918
1;0,9;0,96;0,89;7;0;0,175206536851528
1;0,85;0,99;0,83;7;0;0,17520677440123
1;0,93;0,94;0,96;7;0;0,17520692633568
1;1;0,8;0,98;7;1;0,17520716004118
1;0,9;0,99;0,97;8;0;0,175207363193982
1;0,94;0,85;0,9;7;0;0,175207990504266
1;0,91;0,94;0,88;7;0;0,175208122597483
1;0,86;1;0,92;7;0;0,175208419514303
1;1;0,82;0,98;7;1;0,175213766571757
1;0,95;0,8;0,83;7;0;0,17521496629078
1;0,98;0,84;0,96;7;0;0,175215657197481
1;0,86;0,99;0,81;7;0;0,175216863783355
1;0,83;0,98;0,83;7;0;0,175218837755249
1;0,93;0,89;0,92;7;0;0,175220263619285
1;0,95;0,8;0,97;7;1;0,175221179381444
1;0,85;1;0,92;7;0;0,175221448964378
1;0,94;0,84;0,8;7;0;0,175221498335645
1;0,87;0,99;0,83;7;0;0,17522188385347
1;0,84;0,99;0,87;7;0;0,175222143834
1;0,81;0,97;0,87;7;0;0,175222569909001
1;0,93;0,88;0,8;7;0;0,175223764308753
1;0,92;0,92;0,92;7;0;0,175225503544075
1;0,84;0,94;0,97;7;1;0,175229600591867
1;0,9;0,96;0,88;7;0;0,175232761597065
1;0,91;0,94;0,87;7;0;0,175232886298219
1;0,83;0,99;0,92;7;0;0,17523336379277
1;0,85;0,99;0,82;7;0;0,175234453061597
1;0,95;0,81;0,89;7;0;0,175235021428592
1;0,9;0,98;0,97;7;1;0,175235692833164
1;0,99;0,91;0,98;7;1;0,175236095924846
1;1;0,83;0,98;7;1;0,17523633173474
1;0,94;0,85;0,89;7;0;0,175236629126934
1;0,81;0,99;0,94;7;0;0,175238454087188
1;0,85;0,94;0,97;7;1;0,175238874101472
1;0,8;0,97;0,92;7;0;0,175241367038483
1;0,81;0,97;0,86;7;0;0,175241668875048
1;0,95;0,8;0,82;7;0;0,175241681205979
1;0,83;0,98;0,82;7;0;0,175243555558441
1;0,94;0,86;0,93;7;0;0,175244769546036
1;0,89;0,8;0,95;8;1;0,175245395603642
1;0,84;0,99;0,86;7;0;0,175246089546926
1;0,81;0,99;0,98;7;1;0,175246705558182
1;0,86;0,99;0,8;7;0;0,175246799213257
1;0,8;0,85;0,95;7;1;0,175247712942828
1;0,82;0,98;0,91;7;0;0,175249530521426
1;0,99;0,94;0,98;7;0;0,175250867465145
1;0,87;0,99;0,82;7;0;0,175251010836329
1;0,82;1;0,94;7;0;0,175252508009116
1;0,94;0,87;0,94;7;0;0,175256467638654
1;0,91;0,94;0,86;7;0;0,175257921611632
1;0,9;0,96;0,87;7;0;0,175258104622629
1;0,95;0,81;0,88;7;0;0,175259771029174
1;0,9;0,96;0,97;7;1;0,175260014521432
1;0,89;0,98;0,92;7;0;0,175261127361555
1;0,81;0,97;0,85;7;0;0,175261193740063
1;0,94;0,85;0,88;7;0;0,175261436137302
1;0,84;0,86;0,95;7;1;0,175262573354491
1;0,85;0,99;0,81;7;0;0,175262883683585
1;0,97;0,9;0,97;7;0;0,175264471311626
1;0,81;0,98;0,93;7;0;0,175266021048619
1;0,83;0,98;0,81;7;0;0,175268865468382
1;0,95;0,8;0,81;7;0;0,175269116072629
1;0,84;0,99;0,85;7;0;0,17527068850842
1;0,89;1;0,97;7;1;0,175271594431353
1;0,92;0,93;0,94;7;0;0,175272977477322
1;0,88;0,99;0,91;7;0;0,175273002385421
1;0,95;0,86;0,95;7;0;0,175277621634946
1;1;0,84;0,98;7;1;0,175278180073772
1;0,86;1;0,91;7;0;0,175279826119385
1;0,87;0,99;0,81;7;0;0,175280963037975
1;0,81;0,97;0,84;7;0;0,175281246484629
1;0,85;0,9;0,96;7;1;0,175283286906457
1;0,95;0,81;0,87;7;0;0,175283655250532
1;0,91;0,94;0,85;7;0;0,175283660886545
1;0,9;0,96;0,86;7;0;0,175283725093926
1;0,94;0,85;0,87;7;0;0,175285367682779
1;0,82;0,98;0,9;7;0;0,175286536662973
1;0,9;0,97;0,97;7;1;0,175287559261387
1;0,83;0,94;0,97;7;1;0,175288973024913
1;0,96;0,85;0,97;8;0;0,175290343152903
1;0,85;1;0,91;7;0;0,17529175232353
1;0,85;0,99;0,8;7;0;0,175292002413228
1;0,93;0,89;0,91;7;0;0,175292181434576
1;0,83;0,98;0,8;7;0;0,175294682910613
1;0,84;0,99;0,84;7;0;0,175296064584159
1;0,95;0,8;0,8;7;0;0,175297208853581
1;0,95;0,82;0,92;7;0;0,17529762777996
1;0,86;0,86;0,95;7;1;0,175298009743345
1;0,92;0,92;0,91;7;0;0,175298205075998
1;0,97;0,83;0,97;8;0;0,175299430402726
1;0,83;0,99;0,91;7;0;0,175301206907189
1;0,82;0,87;0,95;8;1;0,175301487921925
1;0,81;0,97;0,83;7;0;0,175301815628451
1;0,96;0,81;0,94;7;0;0,175305740757925
1;0,8;0,97;0,91;7;0;0,175307523528811
1;0,95;0,81;0,86;7;0;0,175307784429533
1;0,89;0,99;0,94;7;0;0,175309047224028
1;0,94;0,85;0,86;7;0;0,175309555533882
1;0,9;0,96;0,85;7;0;0,175310054747204
1;0,91;0,94;0,84;7;0;0,175310251725427
1;0,87;0,99;0,8;7;0;0,175311688591021
1;0,82;0,98;0,89;7;0;0,17531243978089
1;0,95;0,88;0,97;8;1;0,175313872732267
1;0,84;1;0,92;7;0;0,17531514057224
1;0,88;0,99;0,9;7;0;0,175315361807685
1;0,94;0,89;0,97;7;1;0,175318368000739
1;0,86;0,9;0,96;8;1;0,175321028922007
1;0,87;1;0,92;7;0;0,17532113190559
1;0,86;1;0,9;7;0;0,175321260975873
1;0,84;0,99;0,83;7;0;0,175322233725263
1;0,81;0,97;0,82;7;0;0,175322839868391
1;0,82;0,99;0,93;7;0;0,17532728235636
1;0,85;1;0,9;7;0;0,175332443312641
1;0,95;0,81;0,85;7;0;0,175332566962472
1;0,93;0,89;0,9;7;0;0,175332890417718
1;0,94;0,85;0,85;7;0;0,175334418010674
1;0,82;0,98;0,88;7;0;0,175334576811505
1;0,89;0,98;0,91;7;0;0,175334870612626
1;0,9;0,96;0,84;7;0;0,175337241617594
1;0,91;0,94;0,83;7;0;0,175337728992266
1;0,95;0,84;0,94;7;0;0,175337931624998
1;0,92;0,92;0,9;7;0;0,175339407927581
1;0,83;0,99;0,9;7;0;0,175339730384226
1;0,96;0,97;0,98;7;0;0,175339937257419
1;0,88;0,85;0,95;7;1;0,175341253143058
1;0,8;0,97;0,9;7;0;0,175343062311558
1;0,81;0,97;0,81;7;0;0,175344231931585
1;1;0,85;0,98;7;1;0,175345558377651
1;0,88;0,99;0,89;7;0;0,175346240118322
1;0,91;0,84;0,96;8;1;0,175346677953961
1;0,98;0,8;0,95;7;0;0,175347724827776
1;0,82;0,94;0,97;7;1;0,175349123385922
1;0,84;0,99;0,82;7;0;0,175349165296624
1;0,83;1;0,93;7;0;0,175350118945106
1;0,86;1;0,89;7;0;0,175351533367734
1;0,82;0,98;0,87;7;0;0,175355797115538
1;0,95;0,81;0,84;7;0;0,175358136887711
1;0,94;0,85;0,84;7;0;0,175360094792016
1;0,93;0,89;0,89;7;0;0,175361949777305
1;0,85;1;0,89;7;0;0,175362108725231
1;0,9;0,96;0,83;7;0;0,175365321464237
1;0,81;0,97;0,8;7;0;0,175365887318077
1;0,91;0,94;0,82;7;0;0,175366080255745
1;0,91;0,99;0,96;7;0;0,175366318400551
1;0,95;0,81;0,97;7;1;0,175366635372147
1;0,8;0,97;0,89;7;0;0,175367193523641
1;0,83;0,99;0,89;7;0;0,175367320077488
1;0,89;0,84;0,95;7;1;0,175367329772387
1;0,95;0,82;0,91;7;0;0,175368176943792
1;0,92;0,92;0,89;7;0;0,175368852316158
1;0,93;0,98;0,97;7;0;0,175369024877291
1;0,88;0,99;0,88;7;0;0,17537327834399
1;0,94;0,89;0,95;7;0;0,175375448365808
1;0,84;0,99;0,81;7;0;0,175376804835783
1;0,82;0,98;0,86;7;0;0,175377178265257
1;0,89;0,98;0,9;7;0;0,175377410210755
1;0,83;0,86;0,95;7;1;0,175377937964676
1;0,86;1;0,88;7;0;0,175378083373963
1;0,95;0,81;0,83;7;0;0,175384519110206
1;0,84;1;0,91;7;0;0,17538456205777
1;0,94;0,85;0,83;7;0;0,175386614933167
1;0,93;0,89;0,88;7;0;0,175387096672365
1;0,8;0,97;0,88;7;0;0,175387517000501
1;0,85;1;0,88;7;0;0,1753880998139
1;0,83;0,99;0,88;7;0;0,175391244739174
1;0,95;0,83;0,93;7;0;0,175391587039028
1;0,87;1;0,91;7;0;0,17539393086844
1;0,9;0,96;0,82;7;0;0,175394282974188
1;0,92;0,92;0,88;7;0;0,175394347336767
1;0,81;0,94;0,97;7;1;0,175394972714875
1;0,91;0,94;0,81;7;0;0,175395270112709
1;0,94;0,86;0,92;7;0;0,175395520516833
1;0,82;0,98;0,85;7;0;0,175399103079935
1;0,88;0,99;0,87;7;0;0,175399458048051
1;0,86;1;0,87;7;0;0,175403812636161
1;0,84;0,99;0,8;7;0;0,175405082117686
1;0,8;0,97;0,87;7;0;0,175406988934428
1;0,89;0,98;0,89;7;0;0,17540831050498
1;0,95;0,82;0,9;7;0;0,175408418302113
1;0,81;0,98;0,92;7;0;0,17540875419554
1;0,93;0,89;0,87;7;0;0,175411348811707
1;0,95;0,81;0,82;7;0;0,175411692289227
1;0,85;1;0,87;7;0;0,175413282053632
1;0,94;0,85;0,82;7;0;0,175413960816224
1;0,89;0,96;0,97;7;1;0,175414159303124
1;0,83;0,99;0,87;7;0;0,175414331981994
1;0,96;0,8;0,93;7;0;0,175415480062085
1;0,98;0,89;0,97;7;0;0,175415760232776
1;0,94;0,9;0,97;7;1;0,175415798719064
1;0,92;0,92;0,87;7;0;0,175418939338648
1;0,81;0,82;0,94;8;1;0,175421198253094
1;0,89;0,99;0,97;7;1;0,175421628005712
1;0,82;0,98;0,84;7;0;0,175421681179335
1;0,8;0,94;0,97;7;1;0,175422258090588
1;0,9;0,96;0,81;7;0;0,17542409197927
1;1;0,8;0,97;8;0;0,175424197013504
1;0,84;1;0,9;7;0;0,175424599246369
1;0,91;0,94;0,8;7;0;0,175425248817304
1;0,88;0,99;0,86;7;0;0,175425924103265
1;0,8;0,97;0,86;7;0;0,175426732023533
1;0,86;1;0,86;7;0;0,17542983343039
1;0,9;0,82;0,95;7;1;0,175430865315576
1;0,89;0,98;0,88;7;0;0,175435311284724
1;0,93;0,89;0,86;7;0;0,175435863193889
1;0,87;1;0,9;7;0;0,175436223004733
1;0,95;0,82;0,89;7;0;0,175437348967252
1;0,83;0,99;0,86;7;0;0,175437656837343
1;0,88;0,95;0,97;7;1;0,175438748080998
1;0,85;1;0,86;7;0;0,175438751955131
1;0,95;0,81;0,81;7;0;0,175439612243479
1;0,86;0,9;0,96;7;1;0,175440636898805
1;0,94;0,85;0,81;7;0;0,175442091948149
1;0,92;0,92;0,86;7;0;0,175443797035234
1;0,82;0,98;0,83;7;0;0,175444911853199
1;1;0,86;0,98;7;1;0,17544620836572
1;0,8;0,97;0,85;7;0;0,175447150470713
1;0,92;0,81;0,96;8;1;0,175448101615333
1;0,88;0,99;0,85;7;0;0,175453103630971
1;0,84;1;0,89;7;0;0,175453694850399
1;0,9;0,96;0,8;7;0;0,175454700029084
1;1;0,83;0,96;7;0;0,175455244600087
1;0,86;1;0,85;7;0;0,175456558418965
1;0,93;0,89;0,85;7;0;0,175461069413291
1;0,89;0,98;0,87;7;0;0,17546143289103
1;0,83;0,99;0,85;7;0;0,175461607755933
1;0,91;0,95;0,93;7;0;0,17546223375868
1;0,95;0,82;0,88;7;0;0,17546248230811
1;0,84;0,8;0,95;8;0;0,175463372386852
1;0,97;1;0,98;7;1;0,175464022267166
1;0,85;1;0,85;7;0;0,175464914068947
1;0,94;0,86;0,91;7;0;0,175467142923423
1;0,87;1;0,89;7;0;0,175467145814663
1;0,95;0,81;0,8;7;0;0,175468220288339
1;0,8;0,97;0,84;7;0;0,175468366613854
1;0,82;0,98;0,82;7;0;0,175468746049906
1;0,92;0,92;0,85;7;0;0,175469355244908
1;0,8;0,99;0,94;7;0;0,175469597348631
1;0,82;0,99;0,92;7;0;0,175469771888266
1;0,94;0,85;0,8;7;0;0,175470953432684
1;0,81;0,98;0,91;7;0;0,17547521670962
1;0,8;0,98;0,93;7;0;0,175475987329995
1;0,87;0,85;0,96;8;0;0,175478781692083
1;0,84;1;0,88;7;0;0,175479142225401
1;0,88;0,8;0,94;7;1;0,175479732062847
1;0,88;0,99;0,84;7;0;0,175481143887131
1;0,96;0,84;0,95;7;0;0,175481340435239
1;0,89;0,89;0,96;7;1;0,175481365456359
1;0,86;1;0,84;7;0;0,175484127102015
1;0,97;0,82;0,95;7;0;0,175485693972387
1;0,83;0,99;0,84;7;0;0,175486303780799
1;0,95;0,82;0,87;7;0;0,175486746951323
1;0,82;0,86;0,95;7;1;0,175487067779751
1;0,93;0,89;0,84;7;0;0,175487113224589
1;0,92;0,83;0,96;7;1;0,175487543770308
1;0,89;0,98;0,86;7;0;0,175487835399382
1;0,94;0,91;0,97;7;1;0,175488563262507
1;0,8;0,97;0,83;7;0;0,175490389824464
1;0,85;1;0,84;7;0;0,175491902444352
1;0,9;0,97;0,93;7;0;0,175492872128738
1;0,82;0,98;0,81;7;0;0,175493109484237
1;0,83;1;0,92;7;0;0,175493736756933
1;0,87;1;0,88;7;0;0,175494269951297
1;0,84;0,8;0,94;8;1;0,175494871541764
1;0,81;1;0,94;7;0;0,175494969526626
1;0,92;0,92;0,84;7;0;0,175495762531255
1;0,93;0,92;0,95;7;0;0,175496881689796
1;0,95;0,82;0,97;7;1;0,175502736414309
1;0,84;1;0,87;7;0;0,175503782626184
1;0,95;0,99;0,98;7;0;0,175506232568646
1;0,94;0,86;0,9;7;0;0,175507839416695
1;0,89;0,98;0,97;7;1;0,175508626388675
1;0,96;0,83;0,97;8;1;0,175509229024734
1;0,88;0,99;0,83;7;0;0,17551008140991
1;0,95;0,82;0,86;7;0;0,175511263642785
1;0,83;0,99;0,83;7;0;0,175511755674188
1;0,81;0,98;0,9;7;0;0,175511796332147
1;0,86;1;0,83;7;0;0,175512570530061
1;0,89;0,97;0,97;7;1;0,175513030811969
1;0,8;0,97;0,82;7;0;0,17551318102598
1;0,93;0,89;0,83;7;0;0,175514027941669
1;0,91;0,86;0,96;7;1;0,175514233385108
1;0,84;0,91;0,96;8;1;0,175514881150411
1;0,89;0,98;0,85;7;0;0,175514951997125
1;0,82;0,98;0,8;7;0;0,175517910960837
1;0,93;0,9;0,93;7;0;0,175518316527813
1;0,85;1;0,83;7;0;0,175519743404744
1;0,87;1;0,87;7;0;0,175520549398961
1;0,92;0,92;0,83;7;0;0,175523054168277
1;0,88;1;0,93;7;0;0,175524996167022
1;0,87;0,86;0,95;7;1;0,175527072788246
1;0,84;1;0,86;7;0;0,175528701256919
1;0,95;0,82;0,85;7;0;0,175536446107086
1;0,8;0,97;0,81;7;0;0,175536677009268
1;0,94;0,92;0,97;7;1;0,175536966666564
1;0,94;0,86;0,89;7;0;0,175536992754112
1;0,82;0,99;0,91;7;0;0,175537159563059
1;0,81;0,98;0,89;7;0;0,175537169498512
1;0,9;0,96;0,97;8;1;0,175537715744523
1;0,83;0,99;0,82;7;0;0,175537927178628
1;0,88;0,99;0,82;7;0;0,175539906334594
1;0,95;0,83;0,92;7;0;0,175541266336715
1;0,93;0,89;0,82;7;0;0,175541799672266
1;0,86;1;0,82;7;0;0,175541873914697
1;0,89;0,98;0,84;7;0;0,175542932528152
1;0,87;1;0,86;7;0;0,175547118286104
1;0,94;0,98;0,97;7;1;0,175547506090131
1;0,85;1;0,82;7;0;0,175548417415107
1;0,92;0,92;0,82;7;0;0,175551217962133
1;0,94;0,97;0,97;7;1;0,175551517183909
1;0,8;0,92;0,96;8;1;0,175553537598986
1;0,84;1;0,85;7;0;0,175554296090123
1;0,81;0,98;0,88;7;0;0,175558716131207
1;0,94;0,96;0,97;7;1;0,175558965218371
1;0,8;0,97;0,8;7;0;0,175560799500542
1;0,94;0,86;0,88;7;0;0,175562269896626
1;0,95;0,82;0,84;7;0;0,175562431914598
1;0,83;1;0,91;7;0;0,175562453252931
1;0,94;0,93;0,97;7;1;0,175563132914168
1;0,96;0,8;0,92;7;0;0,175563743767752
1;0,83;0,99;0,81;7;0;0,175564757770351
1;0,94;0,99;0,97;7;1;0,175565462706779
1;0,88;0,81;0,94;7;1;0,175566360218771
1;0,81;0,99;0,93;7;0;0,175567069012972
1;0,94;0,95;0,97;7;1;0,175567546186696
1;0,93;0,89;0,81;7;0;0,175570391588495
1;0,88;0,99;0,81;7;0;0,175570586257282
1;0,94;0,94;0,97;7;1;0,175571283054922
1;0,89;0,98;0,83;7;0;0,175571814836204
1;0,86;1;0,81;7;0;0,17557199984447
1;0,87;1;0,85;7;0;0,175574399527286
1;0,82;0,99;0,9;7;0;0,17557517944271
1;0,85;1;0,81;7;0;0,175577882019407
1;0,9;0,88;0,96;7;1;0,175578845909329
1;0,81;0,98;0,87;7;0;0,175579299929308
1;0,92;0,92;0,81;7;0;0,175580218729738
1;0,82;1;0,93;7;0;0,175580475475969
1;0,84;1;0,84;7;0;0,175580696121507
1;0,81;0,86;0,95;7;1;0,175582973543965
1;0,96;0,82;0,94;7;0;0,175583007718005
1;0,94;0,86;0,87;7;0;0,175586660787031
1;0,8;0,99;0,98;7;1;0,175586965147165
1;0,83;0,81;0,94;8;1;0,175588153621577
1;0,95;0,82;0,83;7;0;0,175589248973873
1;1;0,87;0,98;7;1;0,175589772347294
1;0,84;0,87;0,95;7;1;0,175590634917051
1;0,89;0,8;0,94;7;1;0,175591624330854
1;0,82;0,91;0,96;8;0;0,175592108597206
1;0,83;0,99;0,8;7;0;0,175592170749515
1;0,81;1;0,98;7;1;0,175599623717889
1;0,93;0,89;0,8;7;0;0,175599752559457
1;0,81;0,98;0,86;7;0;0,175600001147566
1;0,9;0,99;0,95;7;0;0,175601502795361
1;0,89;0,98;0,82;7;0;0,17560158992528
1;0,83;1;0,9;7;0;0,175601911709722
1;0,88;0,99;0,8;7;0;0,175602074658048
1;0,82;0,99;0,89;7;0;0,175602234387412
1;0,87;0,9;0,96;7;1;0,175602505872567
1;0,87;1;0,84;7;0;0,175602538674039
1;0,86;1;0,8;7;0;0,175602896468312
1;0,84;1;0,83;7;0;0,175607922902738
1;0,85;1;0,8;7;0;0,17560807992876
1;0,94;0,87;0,93;7;0;0,17560817516403
1;0,92;0,92;0,8;7;0;0,17561000699781
1;0,94;0,86;0,86;7;0;0,175611311350424
1;0,95;0,83;0,91;7;0;0,175612648795383
1;0,95;0,82;0,82;7;0;0,175616878899115
1;0,91;0,95;0,92;7;0;0,175618118547102
1;0,8;0,98;0,92;7;0;0,175619233663717
1;0,81;0,98;0,85;7;0;0,175621200486958
1;0,87;0,8;0,94;7;1;0,175624207974024
1;0,82;0,99;0,88;7;0;0,175625598653299
1;0,95;0,83;0,97;7;1;0,175628517110814
1;0,83;1;0,89;7;0;0,17563047102174
1;0,87;1;0,83;7;0;0,175631571497607
1;0,89;0,98;0,81;7;0;0,175632226147478
1;0,92;0,93;0,93;7;0;0,175632803170006
1;0,94;1;0,97;7;1;0,175633421542412
1;0,96;0,8;0,91;7;0;0,175634667424475
1;0,84;1;0,82;7;0;0,175635951934557
1;0,94;0,86;0,85;7;0;0,175636646591482
1;0,99;0,92;0,98;7;1;0,175639854252093
1;0,81;0,98;0,84;7;0;0,175643003364493
1;0,95;0,82;0,81;7;0;0,175645280588477
1;0,82;0,99;0,87;7;0;0,175648099868662
1;0,93;0,93;0,97;8;0;0,175648197314086
1;0,9;0,97;0,92;7;0;0,175648886108512
1;0,96;0,81;0,93;7;0;0,175649049498173
1;0,91;0,97;0,95;7;0;0,17565145887943
1;0,95;0,83;0,9;7;0;0,175653432462265
1;0,97;0,8;0,94;7;0;0,175654377115442
1;0,83;1;0,88;7;0;0,175655390391236
1;0,87;1;0,82;7;0;0,175661487702299
1;0,94;0,86;0,84;7;0;0,1756628101641
1;0,89;0,98;0,8;7;0;0,175663677750979
1;0,85;0,87;0,95;7;1;0,175663848182078
1;0,84;1;0,81;7;0;0,175664735431439
1;0,81;0,98;0,83;7;0;0,175665403859444
1;0,89;0,99;0,93;7;0;0,175667230872925
1;0,82;0,99;0,86;7;0;0,175670810539553
1;0,83;0,82;0,95;8;0;0,175671965035987
1;0,93;0,9;0,92;7;0;0,175672714711422
1;0,95;0,82;0,8;7;0;0,175674398614462
1;0,96;0,8;0,9;7;0;0,175675367003911
1;0,83;1;0,87;7;0;0,17567949599131
