"Ganul";"Delta.M1";"Delta.Inter";"Delta.COV";"Indic_COVID";"Usa_Vel";"Error"
1;0,88;0,9;0,89;7;1;0,179427421940636
1;0,92;0,97;0,92;7;0;0,179427484504544
1;0,88;0,91;0,96;8;1;0,179427821795945
1;0,92;0,83;0,85;7;1;0,179430428702612
1;0,91;1;0,94;7;0;0,179431153714652
1;0,83;0,83;0,87;7;1;0,179431169598107
1;0,82;0,87;0,91;7;1;0,179431311772118
1;0,87;0,9;0,89;7;1;0,179434097118013
1;0,86;0,9;0,9;7;1;0,179437077557408
1;0,85;0,9;0,91;7;1;0,179437474222433
1;0,97;0,86;0,87;7;0;0,179439487210411
1;0,88;0,9;0,88;7;1;0,179440459571542
1;0,92;0,83;0,84;7;1;0,17944099038567
1;0,92;0,84;0,92;7;1;0,179441104987154
1;0,86;0,96;0,96;7;1;0,179441158656873
1;0,83;0,83;0,86;7;1;0,179441276367871
1;0,82;0,89;0,9;7;1;0,179442518775776
1;0,92;0,87;0,94;7;1;0,17944453168013
1;0,81;1;0,97;8;1;0,179445431624506
1;0,87;0,9;0,88;7;1;0,179447222782641
1;0,94;0,92;0,9;7;0;0,179447908369445
1;0,9;0,89;0,96;8;1;0,179449097579567
1;0,99;0,84;0,9;7;0;0,179449677295651
1;0,83;0,83;0,85;7;1;0,179450141537174
1;0,88;0,9;0,87;7;1;0,179451739589051
1;0,92;0,83;0,83;7;1;0,179451992510486
1;0,98;0,85;0,92;7;0;0,17945282052318
1;0,92;0,85;0,93;7;1;0,179453232198792
1;0,84;0,93;0,95;7;1;0,179453860764726
1;0,89;0,9;0,91;7;1;0,179454854966632
1;0,86;0,9;0,89;7;1;0,179457051551046
1;0,87;0,9;0,87;7;1;0,179458383684971
1;0,83;0,83;0,84;7;1;0,179458770411857
1;0,81;0,99;0,97;7;1;0,179458949418833
1;0,95;0,88;0,96;7;1;0,179461476722984
1;0,95;0,9;0,93;7;0;0,179461836950499
1;0,91;0,88;0,93;7;1;0,179462640608211
1;0,88;0,9;0,86;7;1;0,179462726084429
1;0,83;0,82;0,9;7;1;0,179463176877739
1;0,92;0,83;0,82;7;1;0,179463415222024
1;0,81;0,9;0,93;7;1;0,179464318888296
1;0,82;0,88;0,9;7;1;0,179464820227538
1;0,93;0,99;0,95;7;1;0,179466456994116
1;0,97;0,86;0,86;7;0;0,17946739998303
1;0,83;0,83;0,83;7;1;0,179467521458877
1;0,8;0,86;0,93;7;1;0,179468470460914
1;0,87;0,9;0,86;7;1;0,179469153520178
1;0,82;0,89;0,89;7;1;0,179469763470917
1;0,91;0,87;0,91;7;1;0,179469843516973
1;0,86;0,9;0,88;7;1;0,179470396363808
1;0,93;0,8;0,93;7;1;0,17947356167726
1;0,88;0,9;0,85;7;1;0,179473953921146
1;0,92;0,83;0,81;7;1;0,179475210125513
1;0,83;0,83;0,82;7;1;0,179476504662986
1;0,82;0,86;0,91;7;1;0,179476879176293
1;0,8;0,86;0,94;8;1;0,179477004550973
1;0,85;0,9;0,9;7;1;0,179477901033305
1;0,87;0,9;0,85;7;1;0,179480110029846
1;0,94;0,92;0,89;7;0;0,179480862820206
1;0,86;0,9;0,87;7;1;0,179481550126856
1;0,82;0,85;0,94;8;1;0,179482821236798
1;0,99;0,84;0,89;7;0;0,179482932643239
1;0,82;0,89;0,88;7;1;0,179485576644939
1;0,88;0,9;0,84;7;1;0,179485595133847
1;0,83;0,83;0,81;7;1;0,179485732132702
1;0,92;0,83;0,8;7;1;0,179487313284942
1;0,89;0,9;0,9;7;1;0,179487507033216
1;0,83;0,9;0,92;7;1;0,179488709478976
1;0,87;0,9;0,84;7;1;0,179491442499389
1;0,9;0,89;0,91;7;1;0,179491647362129
1;0,95;0,89;0,96;7;1;0,179492132312579
1;0,86;0,9;0,86;7;1;0,179492211532078
1;0,83;0,8;0,91;7;1;0,179492720179731
1;0,84;0,9;0,91;7;1;0,179494484507336
1;0,83;0,83;0,8;7;1;0,179495174234771
1;0,82;0,88;0,89;7;1;0,179495434736445
1;0,97;0,86;0,85;7;0;0,17949601892647
1;0,82;0,89;0,87;7;1;0,1794972919932
1;0,88;0,9;0,83;7;1;0,17949767848896
1;0,85;0,9;0,89;7;1;0,179498810837451
1;0,83;0,93;0,95;7;1;0,179499546598639
1;0,91;0,87;0,9;7;1;0,179502771956739
1;0,86;0,9;0,85;7;1;0,179503006960104
1;0,87;0,9;0,83;7;1;0,179503187252071
1;0,89;0,9;0,89;7;1;0,179505781749852
1;0,82;0,89;0,86;7;1;0,179507736596892
1;0,82;0,87;0,9;7;1;0,179509230770047
1;0,94;0,92;0,88;7;0;0,179509296352266
1;0,88;0,9;0,82;7;1;0,179510173800345
1;0,92;0,97;0,91;7;0;0,179510551666776
1;0,95;0,9;0,96;7;1;0,179511574994095
1;0,93;0,83;0,94;7;1;0,179511769540872
1;0,99;0,84;0,88;7;0;0,179511823916091
1;0,82;0,88;0,88;7;1;0,17951229853889
1;0,85;0,9;0,88;7;1;0,179512478576274
1;0,86;0,9;0,84;7;1;0,179514144979695
1;0,84;0,93;0,96;8;1;0,179514811842607
1;0,87;0,9;0,82;7;1;0,17951531804832
1;0,88;0,85;0,95;8;1;0,179516117434439
1;0,92;0,84;0,91;7;1;0,179516256517764
1;0,92;0,97;0,95;7;1;0,17951703488152
1;0,82;0,89;0,85;7;1;0,179517972638135
1;0,89;0,9;0,88;7;1;0,179518897288802
1;0,91;0,87;0,89;7;1;0,179520686328014
1;0,88;0,91;0,93;7;1;0,179521852587341
1;0,92;0,91;0,95;7;1;0,179522067830905
1;0,95;0,91;0,96;7;1;0,179522917027516
1;0,88;0,9;0,81;7;1;0,179523024198257
1;0,8;0,87;0,93;7;1;0,179523462773378
1;0,85;0,9;0,87;7;1;0,17952370619182
1;0,9;0,89;0,9;7;1;0,179524069530563
1;0,82;0,88;0,87;7;1;0,17952415814837
1;0,97;0,86;0,84;7;0;0,179525517737373
1;0,83;0,82;0,89;7;1;0,179525591128036
1;0,86;0,9;0,83;7;1;0,179525670073365
1;0,8;0,81;0,93;8;1;0,179527171674463
1;0,96;0,92;0,97;8;1;0,179527528540598
1;0,87;0,9;0,81;7;1;0,179527780639179
1;0,82;0,89;0,84;7;1;0,179528377497068
1;0,82;0,85;0,91;7;1;0,179528589107616
1;0,89;0,9;0,87;7;1;0,17953044671438
1;0,95;0,92;0,96;7;1;0,179530891650343
1;0,93;0,88;0,95;7;1;0,179531719341151
1;0,91;0,87;0,88;7;1;0,179533182644312
1;0,98;0,85;0,91;7;0;0,179533499451156
1;0,85;0,88;0,95;8;1;0,179533969763811
1;0,85;0,9;0,86;7;1;0,179534334052395
1;0,82;0,88;0,86;7;1;0,179534392982966
1;0,88;0,9;0,8;7;1;0,179536158658908
1;0,94;0,92;0,87;7;0;0,179536626030946
1;0,86;0,9;0,82;7;1;0,179537560001399
1;0,84;0,9;0,9;7;1;0,179537727871377
1;0,82;0,89;0,83;7;1;0,179539062830968
1;0,99;0,84;0,87;7;0;0,179539660879124
1;0,87;0,9;0,8;7;1;0,17954050613705
1;0,9;0,98;0,95;7;1;0,179541288369182
1;0,89;0,9;0,86;7;1;0,179541798715163
1;0,95;0,93;0,96;7;1;0,179541995954618
1;0,9;0,89;0,89;7;1;0,17954210309807
1;0,91;0,87;0,87;7;1;0,179544005215353
1;0,82;0,87;0,89;7;1;0,179544087954012
1;0,82;0,88;0,85;7;1;0,179544279297933
1;0,82;0,93;0,95;7;1;0,179544627295213
1;0,95;0,95;0,97;8;1;0,179544973350232
1;0,85;0,9;0,85;7;1;0,179545043360653
1;0,98;0,81;0,97;8;1;0,179547101340098
1;0,91;0,97;0,95;7;1;0,179547998121194
1;0,86;0,9;0,81;7;1;0,179549762971392
1;0,82;0,89;0,82;7;1;0,17955003517567
1;0,92;0,84;0,9;7;1;0,179550206392736
1;0,96;0,91;0,96;7;0;0,179550391166656
1;0,98;0,89;0,97;7;1;0,179550676577166
1;0,89;0,9;0,85;7;1;0,179553450714156
1;0,83;0,82;0,88;7;1;0,179553686931312
1;0,82;0,88;0,84;7;1;0,179554277986007
1;0,91;0,87;0,86;7;1;0,179554584688828
1;0,9;0,89;0,88;7;1;0,17955497590266
1;0,97;0,86;0,83;7;0;0,179555948557282
1;0,85;0,9;0,84;7;1;0,179556064085154
1;0,92;0,97;0,9;7;0;0,179557673661595
1;0,87;0,91;0,93;7;1;0,179558372476057
1;0,84;0,9;0,89;7;1;0,179559731059783
1;0,94;0,82;0,95;7;1;0,179559958791691
1;0,82;0,89;0,81;7;1;0,179561256889495
1;0,86;0,9;0,8;7;1;0,179562211970069
1;0,82;0,87;0,88;7;1;0,179562366639954
1;0,94;0,92;0,86;7;0;0,179564168115052
1;0,95;0,94;0,96;7;1;0,179564249787491
1;0,93;0,98;0,95;7;1;0,179564421132802
1;0,82;0,88;0,83;7;1;0,179564534466134
1;0,91;0,87;0,85;7;1;0,179565445803379
1;0,89;0,9;0,84;7;1;0,179565559549684
1;0,9;0,89;0,87;7;1;0,179566285816726
1;0,85;0,9;0,83;7;1;0,179567449424837
1;0,99;0,84;0,86;7;0;0,179567719511548
1;0,92;0,84;0,89;7;1;0,17956831765986
1;0,9;0,9;0,93;7;1;0,17956855956647
1;0,82;0,86;0,9;7;1;0,179568614532747
1;0,83;0,82;0,87;7;1;0,179568753733785
1;0,82;0,89;0,8;7;1;0,179572669215933
1;0,84;0,9;0,88;7;1;0,179573806081719
1;0,8;1;0,97;8;1;0,179574286736041
1;0,82;0,87;0,87;7;1;0,179574538267423
1;0,82;0,88;0,82;7;1;0,17957507018944
1;0,91;0,87;0,84;7;1;0,17957675939289
1;0,99;0,85;0,97;8;0;0,179576848112031
1;0,9;0,89;0,86;7;1;0,179577404710552
1;0,91;0,93;0,95;7;1;0,179577516725654
1;0,89;0,9;0,83;7;1;0,179578147192272
1;0,9;0,91;0,94;7;1;0,179578265545183
1;0,83;0,82;0,86;7;1;0,17957909891469
1;0,85;0,9;0,82;7;1;0,179579181102404
1;0,98;0,85;0,9;7;0;0,179579718749034
1;0,92;0,84;0,88;7;1;0,179580671581309
1;0,83;0,81;0,9;7;1;0,179582707823367
1;0,81;0,93;0,95;7;1;0,179583292456941
1;0,82;0,87;0,86;7;1;0,179584656923413
1;0,84;0,9;0,87;7;1;0,179585165525108
1;0,82;0,88;0,81;7;1;0,17958585518132
1;0,97;0,86;0,82;7;0;0,179587313696567
1;0,83;0,82;0,85;7;1;0,179587901161557
1;0,91;0,87;0,83;7;1;0,179588556232028
1;0,9;0,89;0,85;7;1;0,179588832602914
1;0,89;0,91;0,93;7;1;0,17958909523166
1;0,96;0,88;0,92;7;0;0,179590254782287
1;0,86;0,91;0,93;7;1;0,179590817397632
1;0,89;0,9;0,82;7;1;0,179591179772659
1;0,92;0,84;0,87;7;1;0,179591204212524
1;0,85;0,9;0,81;7;1;0,179591209516404
1;0,92;0,97;0,89;7;0;0,179591307856023
1;0,94;0,92;0,85;7;0;0,179592418786772
1;0,89;0,94;0,95;7;1;0,179592798641668
1;0,82;0,87;0,85;7;1;0,179594259654326
1;0,83;0,9;0,91;7;1;0,179594400100911
1;0,84;0,9;0,86;7;1;0,179595809461873
1;0,83;0,82;0,84;7;1;0,179596351735385
1;0,99;0,84;0,85;7;0;0,179596481986884
1;0,82;0,88;0,8;7;1;0,179596835334369
1;1;0,84;0,93;7;0;0,179597016052043
1;0,9;0,89;0,84;7;1;0,17960072866975
1;0,91;0,87;0,82;7;1;0,179600809038378
1;0,88;0,92;0,94;7;1;0,179600810841554
1;0,92;0,84;0,86;7;1;0,179601421777594
1;0,85;0,9;0,8;7;1;0,17960346917275
1;0,82;0,87;0,84;7;1;0,179603908284752
1;0,89;0,9;0,81;7;1;0,179604597860101
1;0,83;0,82;0,83;7;1;0,17960488003275
1;0,95;0,95;0,96;7;1;0,179606251043093
1;0,84;0,9;0,85;7;1;0,179606480585373
1;0,8;0,93;0,95;7;1;0,179608247301159
1;0,82;0,86;0,89;7;1;0,179608704354693
1;0,92;0,84;0,85;7;1;0,179611879468972
1;0,89;0,99;0,95;7;1;0,17961288091708
1;0,98;0,85;0,89;7;0;0,179613020526812
1;0,9;0,89;0,83;7;1;0,179613117030178
1;0,91;0,87;0,81;7;1;0,17961346373916
1;0,83;0,82;0,82;7;1;0,179613623785155
1;0,82;0,87;0,83;7;1;0,179613788299914
1;0,82;0,9;0,92;7;1;0,179613971864058
1;0,8;0,88;0,93;7;1;0,179614488262503
1;0,88;0,86;0,96;8;0;0,179616000500451
1;0,84;0,9;0,84;7;1;0,179617432531784
1;0,87;0,92;0,94;7;1;0,179617845225568
1;0,89;0,9;0,8;7;1;0,179618328250046
1;0,97;0,87;0,94;7;0;0,179619085243479
1;0,97;0,86;0,81;7;0;0,179619592345408
1;0,92;0,97;0,88;7;0;0,179620340350911
1;0,94;0,92;0,84;7;0;0,179621555413434
1;0,83;0,82;0,81;7;1;0,179622606878069
1;0,92;0,84;0,84;7;1;0,179622761345419
1;0,91;1;0,94;7;1;0,179623358398291
1;0,93;0,81;0,93;7;1;0,179623817775167
1;0,82;0,87;0,82;7;1;0,179623938268408
1;0,85;0,91;0,93;7;1;0,179623970299536
1;0,92;0,85;0,92;7;1;0,179624992298684
1;0,91;0,88;0,92;7;1;0,179625440777836
1;0,9;0,89;0,82;7;1;0,17962596574568
1;0,82;0,84;0,91;7;1;0,179626088581232
1;0,99;0,84;0,84;7;0;0,179626121992102
1;0,91;0,87;0,8;7;1;0,179626451500955
1;0,84;0,9;0,83;7;1;0,179628727799755
1;0,82;0,86;0,88;7;1;0,179628800497636
1;0,9;0,94;0,95;7;1;0,179629009827355
1;0,83;0,82;0,8;7;1;0,179631805628906
1;0,95;0,9;0,92;7;0;0,179634053870181
1;0,92;0,84;0,83;7;1;0,179634104936296
1;0,82;0,87;0,81;7;1;0,179634336655663
1;0,94;0,95;0,96;7;0;0,179635666609919
1;0,92;0,96;0,95;7;1;0,179636685138613
1;0,82;0,85;0,9;7;1;0,179636911413094
1;0,9;0,81;0,95;8;1;0,179637313973348
1;0,92;0,86;0,93;7;1;0,179638967691793
1;0,9;0,89;0,81;7;1;0,179639217032953
1;0,84;0,9;0,82;7;1;0,179640352020011
1;0,83;0,9;0,9;7;1;0,179640818810827
1;0,82;0,86;0,87;7;1;0,179641458930757
1;0,98;0,85;0,88;7;0;0,179641928790308
1;0,82;0,87;0,8;7;1;0,179644934357953
1;0,92;0,84;0,82;7;1;0,179645887299172
1;0,92;0,97;0,87;7;0;0,179648242240981
1;0,82;0,86;0,86;7;1;0,179651550089926
1;0,94;0,92;0,83;7;0;0,179651630258485
1;0,84;0,9;0,81;7;1;0,17965225749028
1;0,97;0,86;0,8;7;0;0,179652750094581
1;0,9;0,89;0,8;7;1;0,1796527989757
1;0,83;0,81;0,89;7;1;0,179654770426246
1;0,99;0,84;0,83;7;0;0,179656692291324
1;0,91;0,96;0,95;7;1;0,179657346361939
1;0,96;0,94;0,97;7;0;0,179657532770755
1;0,92;0,84;0,81;7;1;0,179658057753037
1;0,92;0,92;0,95;7;1;0,179658166172206
1;0,93;0,8;0,92;7;1;0,179658396093913
1;0,82;0,86;0,85;7;1;0,179660926112105
1;0,84;0,91;0,93;7;1;0,179661169592969
1;0,93;0,84;0,94;7;1;0,17966194955845
1;0,89;0,92;0,94;7;1;0,179662523909012
1;0,93;0,97;0,95;7;1;0,17966406180138
1;0,83;0,9;0,89;7;1;0,179664067764964
1;0,84;0,9;0,8;7;1;0,179664379859048
1;0,81;0,88;0,92;7;1;0,179665273235821
1;0,99;0,85;0,94;7;0;0,17966916595157
1;0,98;0,85;0,87;7;0;0,17966977364861
1;0,81;0,87;0,92;7;1;0,179669990468302
1;0,82;0,86;0,84;7;1;0,179670270098097
1;0,92;0,84;0,8;7;1;0,179670550388931
1;0,81;0,89;0,92;7;1;0,179670824428716
1;0,96;0,88;0,91;7;0;0,179671699121836
1;0,91;0,9;0,94;7;1;0,17967425607772
1;0,95;0,96;0,96;7;1;0,179675226134952
1;0,92;0,97;0,86;7;0;0,179676351127396
1;0,81;0,86;0,92;7;1;0,179676403237012
1;0,83;0,9;0,88;7;1;0,179678622191815
1;0,94;0,98;0,97;7;0;0,179679112794401
1;0,82;0,86;0,83;7;1;0,179679815026322
1;0,91;0,94;0,95;7;1;0,179681274234093
1;0,9;0,97;0,95;7;1;0,179681415270599
1;0,86;0,92;0,94;7;1;0,179681567017444
1;0,94;0,92;0,82;7;0;0,179682644228815
1;0,82;0,85;0,89;7;1;0,179683355670632
1;0,88;0,91;0,92;7;1;0,17968478113183
1;0,93;0,89;0,95;7;1;0,179684796704634
1;0,92;1;0,94;7;1;0,179685001567188
1;0,83;0,81;0,88;7;1;0,17968646735338
1;0,99;0,84;0,82;7;0;0,179688196145644
1;0,82;0,86;0,82;7;1;0,179689619210193
1;0,83;0,9;0,87;7;1;0,179690155722955
1;0,91;0,88;0,91;7;1;0,179694630586431
1;0,83;0,8;0,9;7;1;0,179694909039679
1;0,8;0,89;0,93;7;1;0,179694945203293
1;0,92;0,85;0,91;7;1;0,179697510102466
1;0,98;0,85;0,86;7;0;0,179697838898497
1;0,82;0,86;0,81;7;1;0,179699670476564
1;0,83;0,9;0,86;7;1;0,179700847561761
1;0,92;0,88;0,94;7;1;0,17970097573703
1;0,85;0,96;0,96;7;1;0,179702217796972
1;0,83;0,81;0,87;7;1;0,179702768980098
1;0,92;0,97;0,85;7;0;0,179705171851586
1;0,82;0,85;0,88;7;1;0,17970571902207
1;0,91;0,95;0,95;7;1;0,179705984013267
1;0,82;0,86;0,8;7;1;0,179709925110653
1;0,83;0,9;0,85;7;1;0,179711509089077
1;0,83;0,81;0,86;7;1;0,179713440253678
1;0,94;0,92;0,81;7;0;0,179714574336135
1;0,92;0,98;0,97;8;0;0,179715507276643
1;0,95;0,9;0,91;7;0;0,179715879519306
1;0,96;0,88;0,9;7;0;0,179718099152895
1;0,82;0,85;0,87;7;1;0,179719052186368
1;0,99;0,84;0,81;7;0;0,179720613918309
1;0,92;0,95;0,95;7;1;0,179720843127116
1;0,98;0,86;0,97;8;0;0,179722153137413
1;0,83;0,81;0,85;7;1;0,179722222605329
1;0,83;0,9;0,84;7;1;0,179722420066613
1;0,97;0,88;0,97;8;1;0,179723177448305
1;0,94;0,83;0,95;7;1;0,179723275988449
1;0,9;0,9;0,92;7;1;0,179724838603075
1;0,98;0,85;0,85;7;0;0,179726609640449
1;0,91;0,88;0,9;7;1;0,179726697400077
1;1;0,94;0,98;7;1;0,179727621680107
1;0,85;0,92;0,94;7;1;0,179727805668188
1;0,82;0,9;0,91;7;1;0,179728511266878
1;0,82;0,85;0,86;7;1;0,179729204512214
1;0,83;0,91;0,93;7;1;0,179729637888178
1;0,81;0,8;0,92;7;1;0,179729848923368
1;0,82;0,83;0,91;7;1;0,179730119206955
1;0,87;0,91;0,92;7;1;0,179730142544659
1;0,81;0,85;0,92;7;1;0,179730327661634
1;0,83;0,81;0,84;7;1;0,179730521666342
1;0,92;0,85;0,9;7;1;0,179730579736724
1;0,83;0,9;0,83;7;1;0,179733652940057
1;0,92;0,97;0,84;7;0;0,179734885576568
1;0,9;1;0,94;7;1;0,179735136600764
1;0,91;0,89;0,93;7;1;0,179735407936936
1;0,93;0,8;0,91;7;1;0,17973618994923
1;0,92;0,93;0,95;7;1;0,179737254482492
1;0,88;0,94;0,95;7;1;0,179737438567153
1;0,82;0,85;0,85;7;1;0,179738405726612
1;0,83;0,81;0,83;7;1;0,179738848260384
1;0,9;0,95;0,95;7;1;0,179739852975459
1;0,8;0,99;0,97;7;1;0,179744210404935
1;0,89;0,91;0,92;7;1;0,179744342311354
1;0,91;0,88;0,89;7;1;0,179744587489107
1;0,83;0,9;0,82;7;1;0,179745197214407
1;0,83;0,81;0,82;7;1;0,17974737161304
1;0,94;0,92;0,8;7;0;0,179747383486504
1;0,82;0,85;0,84;7;1;0,179747483699027
1;0,92;0,85;0,89;7;1;0,179748525991564
1;0,98;0,9;0,97;7;1;0,179749833418421
1;0,96;0,88;0,89;7;0;0,179751357520187
1;0,93;0,82;0,96;8;1;0,179751926493739
1;0,9;0,96;0,95;7;1;0,179753635252435
1;0,99;0,84;0,8;7;0;0,179753912567419
1;0,82;0,84;0,9;7;1;0,179754111042031
1;0,88;0,91;0,91;7;1;0,179754504729907
1;0,83;0,81;0,81;7;1;0,179756128639325
1;0,98;0,85;0,84;7;0;0,179756260583679
1;0,82;0,85;0,83;7;1;0,179756727518012
1;0,83;0,9;0,81;7;1;0,179757006805044
1;0,92;0,94;0,95;7;1;0,179757153257008
1;0,91;0,88;0,88;7;1;0,179757408726024
1;0,81;0,9;0,92;7;1;0,179760423511277
1;0,92;0,85;0,88;7;1;0,179761011073434
1;0,93;0,96;0,95;7;1;0,179761039823959
1;0,84;0,92;0,94;7;1;0,17976171411154
1;0,95;0,9;0,9;7;0;0,179762322241434
1;0,86;0,97;0,96;7;1;0,179763121915413
1;0,83;0,81;0,8;7;1;0,179765101967392
1;0,92;0,97;0,83;7;0;0,179765546510998
1;0,82;0,85;0,82;7;1;0,179766218304017
1;1;0,84;0,92;7;0;0,179767290721002
1;0,99;0,86;0,95;7;0;0,179767957579683
1;0,91;0,88;0,87;7;1;0,179768712143901
1;0,83;0,9;0,8;7;1;0,179769018137143
1;0,93;0,8;0,9;7;1;0,179771308111598
1;0,92;0,85;0,87;7;1;0,179771805425393
1;0,93;0,82;0,93;7;1;0,17977208255892
1;0,86;0,91;0,92;7;1;0,179772643537257
1;0,95;0,97;0,96;7;1;0,179774091911817
1;0,82;0,85;0,81;7;1;0,179775954303383
1;0,81;0,84;0,92;7;1;0,179776128740887
1;0,8;0,9;0,93;7;1;0,179776619992931
1;0,83;0,8;0,89;7;1;0,179778053228149
1;0,82;0,9;0,9;7;1;0,179778480726316
1;0,91;0,88;0,86;7;1;0,179779852089934
1;0,96;0,88;0,88;7;0;0,179780140816705
1;0,97;0,88;0,95;7;0;0,179780610083962
1;0,81;0,81;0,92;7;1;0,179781806226753
1;0,92;0,85;0,86;7;1;0,17978235026568
1;0,82;0,85;0,8;7;1;0,179785897586395
1;0,89;0,98;0,95;7;1;0,179786474335331
1;0,98;0,85;0,83;7;0;0,179786844760112
1;0,88;0,91;0,9;7;1;0,179787227973679
1;0,93;0,8;0,89;7;1;0,179789991927486
1;0,81;0,94;0,96;8;1;0,179791188209465
1;0,91;0,88;0,85;7;1;0,179791322537663
1;0,87;0,88;0,96;8;0;0,179791807727986
1;0,9;0,9;0,91;7;1;0,179791811476345
1;0,92;0,85;0,85;7;1;0,179793174938791
1;0,95;0,9;0,89;7;0;0,179795493121673
1;0,92;0,97;0,82;7;0;0,179797156795653
1;0,81;0,83;0,92;7;1;0,179802375480196
1;0,93;0,8;0,88;7;1;0,179802674174323
1;0,82;0,9;0,89;7;1;0,179803128817782
1;0,93;0,81;0,92;7;1;0,179803139924487
1;0,91;0,88;0,84;7;1;0,179803281014954
1;0,87;0,91;0,91;7;1;0,179803353978436
1;0,92;0,86;0,92;7;1;0,1798042579
1;0,92;0,85;0,84;7;1;0,1798044526417
1;0,81;0,82;0,92;7;1;0,179805251625478
1;0,88;0,91;0,89;7;1;0,179805811670618
1;0,95;0,91;0,97;8;0;0,179805822162561
1;0,93;0,9;0,95;7;1;0,179806067562165
1;0,89;0,95;0,95;7;1;0,179806838246618
1;0,93;0,96;0,95;7;0;0,179807047467654
1;0,96;0,88;0,87;7;0;0,179807834564558
1;0,82;0,84;0,89;7;1;0,179808176107831
1;0,89;0,91;0,91;7;1;0,179811126668332
1;0,96;0,89;0,97;8;0;0,179812582081278
1;0,83;0,92;0,94;7;1;0,179812887771105
1;0,93;0,8;0,87;7;1;0,179813428345162
1;0,83;0,8;0,88;7;1;0,179813921713265
1;0,91;0,88;0,83;7;1;0,179815751607631
1;0,92;0,85;0,83;7;1;0,179816215679831
1;0,99;0,91;0,97;7;0;0,179816382040828
1;0,85;0,91;0,92;7;1;0,179817130582184
1;0,81;0,89;0,91;7;1;0,179817708617906
1;0,82;0,9;0,88;7;1;0,179818228732345
1;0,98;0,85;0,82;7;0;0,179818365379182
1;0,88;0,91;0,88;7;1;0,179819331194853
1;0,82;0,91;0,93;7;1;0,179823227283952
1;0,9;0,9;0,9;7;1;0,179823434727196
1;0,93;0,85;0,94;7;1;0,179823635029128
1;0,93;0,8;0,86;7;1;0,179823813401643
1;0,95;0,9;0,88;7;0;0,179824141155094
1;0,82;0,82;0,91;7;1;0,179824538754454
1;0,92;0,87;0,93;7;1;0,179825876744579
1;0,92;0,85;0,82;7;1;0,179828437974762
1;0,91;0,88;0,82;7;1;0,179828702857312
1;0,92;0,97;0,81;7;0;0,179829694382305
1;0,82;0,9;0,87;7;1;0,179829969210298
1;0,88;0,91;0,87;7;1;0,179831321683777
1;0,83;0,8;0,87;7;1;0,179831684068466
1;0,91;0,99;0,94;7;1;0,179831765714627
1;0,93;0,95;0,93;7;0;0,179832208066952
1;0,82;0,84;0,88;7;1;0,179833310756114
1;0,93;0,8;0,85;7;1;0,179834404433028
1;0,96;0,88;0,86;7;0;0,179835743579462
1;0,87;0,91;0,9;7;1;0,179837322601073
1;0,98;0,86;0,94;7;0;0,179839958429927
1;0,81;0,88;0,91;7;1;0,179840174028927
1;0,82;0,9;0,86;7;1;0,179840729472388
1;0,91;1;0,93;7;0;0,17984086659575
1;0,92;0,85;0,81;7;1;0,179841066484615
1;0,9;0,9;0,89;7;1;0,179841603362619
1;0,81;1;0,97;7;1;0,179842024063339
1;0,91;0,88;0,81;7;1;0,179842077519223
1;0,83;0,8;0,86;7;1;0,179842775117159
1;0,89;0,91;0,9;7;1;0,179842896749157
1;0,88;0,91;0,86;7;1;0,17984312730999
1;0,93;0,8;0,84;7;1;0,179845392958453
1;0,93;0,95;0,95;7;1;0,179846486952282
1;0,82;0,84;0,87;7;1;0,179847524164536
1;0,98;0,82;0,97;8;1;0,17984858442838
1;1;0,84;0,91;7;0;0,179848683457236
1;0,86;0,91;0,91;7;1;0,179849898634342
1;0,98;0,85;0,81;7;0;0,179850802591156
1;0,92;0,99;0,94;7;1;0,179851153635722
1;0,82;0,9;0,85;7;1;0,17985139734341
1;0,81;0,8;0,94;8;0;0,179851539875602
1;0,83;0,8;0,85;7;1;0,179851581795402
1;0,95;0,9;0,87;7;0;0,179851683812869
1;0,92;0,85;0,8;7;1;0,179854033251356
1;0,9;0,9;0,88;7;1;0,179855002125914
1;0,88;0,91;0,85;7;1;0,179855233979255
1;0,91;0,88;0,8;7;1;0,179855804065099
1;0,87;0,91;0,89;7;1;0,17985623524975
1;0,93;0,8;0,83;7;1;0,179856819445868
1;0,82;0,84;0,86;7;1;0,179857829595202
1;0,83;0,8;0,84;7;1;0,179859755485473
1;0,89;0,91;0,89;7;1;0,17986134422119
1;0,82;0,9;0,84;7;1;0,179862281379231
1;0,92;0,97;0,8;7;0;0,179863122968217
1;0,96;0,88;0,85;7;0;0,17986436052563
1;0,82;0,84;0,85;7;1;0,179866905714025
1;0,84;0,91;0,92;7;1;0,179867010565927
1;0,9;0,9;0,87;7;1;0,179867013508057
1;0,88;0,91;0,84;7;1;0,179867792079848
1;0,83;0,8;0,83;7;1;0,179867900059202
1;0,93;0,8;0,82;7;1;0,179868662394517
1;0,87;0,91;0,88;7;1;0,179869704098735
1;0,86;1;0,96;7;1;0,179870005748708
1;0,95;0,93;0,96;7;0;0,179870849853638
1;0,82;0,9;0,83;7;1;0,179873464700064
1;0,97;0,96;0,97;7;1;0,179873932139719
1;0,92;0,86;0,91;7;1;0,179874340511376
1;0,89;0,91;0,88;7;1;0,179875072093889
1;0,82;0,84;0,84;7;1;0,17987575204551
1;0,94;0,84;0,95;7;1;0,179875753974063
